Title	Translated title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	Full Text	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Extracts from minutes, 1903 (page 91)		Moore, Jessie S.			Written on front: "1903"; "Mar. 5"; "Jessie S. Moore, Sec. Pro tem"; Stamped on front: "91"				1903-03-05	1900-1910			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170061001			93336596 Bytes	5056	6152	2010876817	RGB	8	600	asm04000000170061001.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1027	1027	1028.jp2	/asm0400/image/1028.jp2
Extracts from minutes, 1903 (page 92)		Moore, Jessie S.; McFarlane, Flora			Written on front: "1903"; "Mar. 12"; "J.S.M. Sec. Pro tem"; "Mar 19"; "Miss McFarlane, Sec. Pro tem"; Stamped on front: "92"				1903-03	1900-1910			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170062001			95131552 Bytes	5120	6192	2419567206	RGB	8	600	asm04000000170062001.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1028	1028	1029.jp2	/asm0400/image/1029.jp2
Extracts from minutes, 1903 (page 93)					Written on front: "1903"; "Mar 26"; "April 2"; Stamped on front: "93"				1903	1900-1910			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170063001			91202248 Bytes	5032	6040	3264052678	RGB	8	600	asm04000000170063001.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1029	1029	1030.jp2	/asm0400/image/1030.jp2
Extracts from minutes, 1903 (page 94)					Written on front: "1903"; "April 9"; "April 16"; "Apr 23 Annual Yea."; Stamped on front: "94"				1903-04	1900-1910			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170064001			97688804 Bytes	5184	6280	633333111	RGB	8	600	asm04000000170064001.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1030	1030	1031.jp2	/asm0400/image/1031.jp2
Extracts from minutes, 1903; Coconut Grove (page 95)					Written on front: "1903"; "April 31"; "May 14"; "Annual Tea April 23"; Stamped on front: "95"				1903	1900-1910			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170065001			92069976 Bytes	4968	6176	4162483307	RGB	8	600	asm04000000170065001.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1031	1031	1032.jp2	/asm0400/image/1032.jp2
Extracts from minutes, 1903 (page 96)		Carpenter, S.V.R., Mrs.			Written on front: "1903"; "May 22"; "S.V.R.C. Sec."; "May 28"; "S.V.R.C. Sec."; Stamped on front: "96"				1903-05	1900-1910			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170066001			95451388 Bytes	5184	6136	2403361586	RGB	8	600	asm04000000170066001.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1032	1032	1033.jp2	/asm0400/image/1033.jp2
Extracts from minutes, 1903 (page 97)		Carpenter, S.V.R., Mrs.			Written on front: "1903"; "June 4"; "S.V.R.C. Sec."; "July 2"; "S.V.R.C. Sec."; Stamped on front: "97"				1903	1900-1910			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170067001			92696196 Bytes	4976	6208	3266995182	RGB	8	600	asm04000000170067001.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1033	1033	1034.jp2	/asm0400/image/1034.jp2
Extracts from minutes, 1903 (page 98)		Carpenter, S.V.R., Mrs.			Written on front: "1903"; "Aug 6"; "S.V.R.C. Sec."; Stamped on front: "98"				1903-08-06	1900-1910			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170068001			97840436 Bytes	5232	6232	3387797270	RGB	8	600	asm04000000170068001.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1034	1034	1035.jp2	/asm0400/image/1035.jp2
Extracts from minutes, 1903 (page 99)					Written on front: "1903"; "Oct 1"; "Oct 15th"; Stamped on front: "99"				1903-10	1900-1910			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170069001			93887504 Bytes	5040	6208	4018478920	RGB	8	600	asm04000000170069001.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1035	1035	1036.jp2	/asm0400/image/1036.jp2
Extracts from minutes, 1903 (page 100)		Carpenter, S.V.R., Mrs.			Written on front: "1903"; "Nov 5"; "R.S.V.C. Sec."; Stamped on front: "100"				1903-11-05	1900-1910			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170070001			94959904 Bytes	5144	6152	3146098123	RGB	8	600	asm04000000170070001.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1036	1036	1037.jp2	/asm0400/image/1037.jp2
Extracts from minutes, 1903 (page 101)		Crockett, K.M.			Written on front: "1903"; "Nov 12"; "Dec 17"; "K.M. Crockett, Sec. Pro tem"; Stamped on front: "101"				1903	1900-1910			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170071001			92839680 Bytes	5016	6168	2371581215	RGB	8	600	asm04000000170071001.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1037	1037	1038.jp2	/asm0400/image/1038.jp2
Handwritten report (page 103)					Handwritten report, dated Feb. 12, 1903, pasted on page 103 of the scrapbook; Written on front: "1903"; Stamped on front: "103"				1903	1900-1910			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170073001			93161548 Bytes	5040	6160	3721145266	RGB	8	600	asm04000000170073001.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1038	1038	1039.jp2	/asm0400/image/1039.jp2
Handwritten report					Handwritten report, dated Feb. 12, 1903, pasted on page 103 of the scrapbook; Written on front: "Feb 12, 1903"		Manuscripts		1903-02-12	1900-1910			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170073011			50174960 Bytes	3152	5304	2974801016	RGB	8	600	asm04000000170073011.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1039	1039	1040.jp2	/asm0400/image/1040.jp2
At Coconut Grove (page 105)					Written on front: "1903"; "Mar 26, 1903"; Stamped on front: "105"				1903	1900-1910			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170075001			94587936 Bytes	5104	6176	3343172132	RGB	8	600	asm04000000170075001.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1040	1040	1041.jp2	/asm0400/image/1041.jp2
Picture of Biscayne Bay (page 106)					Written on front: "1903"; Stamped on front: "106"				1903	1900-1910			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170074001			94963964 Bytes	5151	6144	397091750	RGB	8	600	asm04000000170074001.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1041	1041	1042.jp2	/asm0400/image/1042.jp2
Idyll of Biscayne Bay (page 107)					Written on front: "1903"; "Mrs. R.S. Truslow"; Printed on clipping: "An idyle of Biscayne Bay"; "PLACIDA"; "Sept. 12, 1903, After a noted storm"; Stamped on front: "107"				1903	1900-1910			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170076001			92901212 Bytes	5000	6192	3444576552	RGB	8	600	asm04000000170076001.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1042	1042	1043.jp2	/asm0400/image/1043.jp2
National Household Economic Association (page 109)					Circular, "National Household Economic Association" folded and pasted on page 109 of the scrapbook; Written on front: "1903"; "Report, Nat. Household Economic Ass."; Stamped on front: "109"				1903	1900-1910			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170077001			92770468 Bytes	5032	6144	4254141685	RGB	8	600	asm04000000170077001.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1043	1043	1044.jp2	/asm0400/image/1044.jp2
National Household Economic Association (front)					Circular, "National Household Economic Association" folded and pasted on page 109 of the scrapbook		Circulars			1900-1910			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170077011			133562232 Bytes	5888	7560	275208551	RGB	8	600	asm04000000170077011.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1044	1044	1045.jp2	/asm0400/image/1045.jp2
National Household Economic Association (back)					Circular, "National Household Economic Association" folded and pasted on page 109 of the scrapbook		Circulars			1900-1910			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170077021			71923268 Bytes	5968	4016	1085556041	RGB	8	600	asm04000000170077021.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1045	1045	1046.jp2	/asm0400/image/1046.jp2
Consumers' League (page 111)					Booklet, "The Consumers' League" pasted on page 111 of the scrapbook; Written on front: "1903"; Stamped on front: "111"				1903	1900-1910			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170078001			91949168 Bytes	4968	6168	1093337311	RGB	8	600	asm04000000170078001.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1046	1046	1047.jp2	/asm0400/image/1047.jp2
Consumers' League (page 1)					Booklet, "The Consumers' League" pasted on page 111 of the scrapbook		Books						eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170078011			36823248 Bytes	3104	3952	2601088171	RGB	8	600	asm04000000170078011.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1047	1047	1048.jp2	/asm0400/image/1048.jp2
Consumers' League (page 2)					Booklet, "The Consumers' League" pasted on page 111 of the scrapbook		Books						eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170078021			36502936 Bytes	3040	4000	858822875	RGB	8	600	asm04000000170078021.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1048	1048	1049.jp2	/asm0400/image/1049.jp2
Consumers' League (page 3)					Booklet, "The Consumers' League" pasted on page 111 of the scrapbook		Books						eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170078031			36823748 Bytes	3104	3952	470781547	RGB	8	600	asm04000000170078031.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1049	1049	1050.jp2	/asm0400/image/1050.jp2
Consumers' League (page 4)					Booklet, "The Consumers' League" pasted on page 111 of the scrapbook		Books						eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170078041			36502828 Bytes	3040	4000	1039180288	RGB	8	600	asm04000000170078041.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1050	1050	1051.jp2	/asm0400/image/1051.jp2
Consumers' League (page 5)					Booklet, "The Consumers' League" pasted on page 111 of the scrapbook		Books						eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170078051			36823548 Bytes	3104	3952	3386395867	RGB	8	600	asm04000000170078051.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1051	1051	1052.jp2	/asm0400/image/1052.jp2
Consumers' League (page 6)					Booklet, "The Consumers' League" pasted on page 111 of the scrapbook		Books						eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170078061			38678624 Bytes	3152	4088	4042253900	RGB	8	600	asm04000000170078061.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1052	1052	1053.jp2	/asm0400/image/1053.jp2
Consumers' League (page 7)					Booklet, "The Consumers' League" pasted on page 111 of the scrapbook		Books						eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170078071			39270300 Bytes	3200	4088	1921147280	RGB	8	600	asm04000000170078071.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1053	1053	1054.jp2	/asm0400/image/1054.jp2
Consumers' League (page 8)					Booklet, "The Consumers' League" pasted on page 111 of the scrapbook		Books						eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170078081			35491260 Bytes	3055	3870	1560700089	RGB	8	600	asm04000000170078081.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1054	1054	1055.jp2	/asm0400/image/1055.jp2
Consumers' League (page 9)					Booklet, "The Consumers' League" pasted on page 111 of the scrapbook		Books						eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170078091			38576300 Bytes	3200	4016	4239072292	RGB	8	600	asm04000000170078091.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1055	1055	1056.jp2	/asm0400/image/1056.jp2
Envelope for the correspondence regarding cruelty to animals (page 115)					Envelope without correspondence pasted; Written on front: "Correspondence regarding Cruelty to Animals, Humane Cruelty 1903"; Stamped on front: "115"				1903	1900-1910			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170079001			91646624 Bytes	4984	6128	1698447291	RGB	8	600	asm04000000170079001.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1056	1056	1057.jp2	/asm0400/image/1057.jp2
National Animal Protective League (page 116)					Written on front: "1903"; Printed on clippings: "From New York Commercial Advertiser, April 23, 1902"; Stamped on front: "116"				1903	1900-1910			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170080001			95472220 Bytes	5192	6128	3685068544	RGB	8	600	asm04000000170080001.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1057	1057	1058.jp2	/asm0400/image/1058.jp2
Letter from Mrs. Myles Standish to Flora MacFarlane (page 117)					Letter from Mrs. Myles Standish, president of National Animal Protective League to Flora MacFarlane folded and pasted on page 117 of the scrapbook; Written on front: "Letter from Mrs. Myles Standish, Pres. Nat. Animal Protective League, Mar 18, 1903"; "1903"; Stamped on front: "117"				1903	1900-1910			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170081001			91711524 Bytes	5040	6064	3707966000	RGB	8	600	asm04000000170081001.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1058	1058	1059.jp2	/asm0400/image/1059.jp2
Letter from Mrs. Myles Standish to Flora MacFarlane		Standish, Myles, Mrs.			Letter from Mrs. Myles Standish, president of National Animal Protective League to Flora MacFarlane folded and pasted on page 117 of the scrapbook		Correspondence		1903-03-18	1900-1910			eng		University of Miami Libraries. Special Collections	Woman's Club of Coconut Grove Records	ASM0400										asm0400000017						asm04000000170081011			109206232 Bytes	5352	6800	3398361904	RGB	8	600	asm04000000170081011.tif		2013-02-27	2013-02-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/1059	1059	1060.jp2	/asm0400/image/1060.jp2
