Title	Translated Title	Variation of Title	Uniform Title	IBISWEB Catalog Link	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Call Number	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Upload ID	Digital ID	Type	Date Digital	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Havana, City Hall.																														chc0364000014		chc03640000140012001							9708140 Bytes	1524	2118	2067935806	RGB	8	600	chc03640000140012001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/478	478	479.jp2	/chc0364/image/479.jp2
Havana, Maine Monument (inaugurated March 8th 1925).																														chc0364000014		chc03640000140013001							9900440 Bytes	1540	2138	924335746	RGB	8	600	chc03640000140013001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/479	479	480.jp2	/chc0364/image/480.jp2
Havana, Statue of José Martí.																														chc0364000014		chc03640000140014001							9873368 Bytes	1540	2132	924611828	RGB	8	600	chc03640000140014001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/480	480	481.jp2	/chc0364/image/481.jp2
Havana, President's Palace.																														chc0364000014		chc03640000140015001							9815952 Bytes	1531	2132	3187553079	RGB	8	600	chc03640000140015001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/481	481	482.jp2	/chc0364/image/482.jp2
Havana, President's Palace with Cabañas in distance.																														chc0364000014		chc03640000140016001							9890556 Bytes	1536	2141	2519736115	RGB	8	600	chc03640000140016001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/482	482	483.jp2	/chc0364/image/483.jp2
Havana, The Cathedral.																														chc0364000014		chc03640000140017001							9820104 Bytes	1533	2130	1978163667	RGB	8	600	chc03640000140017001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/483	483	484.jp2	/chc0364/image/484.jp2
A typical Cuban farm house.																														chc0364000014		chc03640000140018001							9824772 Bytes	1536	2127	3833525170	RGB	8	600	chc03640000140018001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/484	484	485.jp2	/chc0364/image/485.jp2
A typical Cuban landscape.																														chc0364000014		chc03640000140019001							9833100 Bytes	1528	2140	1547097937	RGB	8	600	chc03640000140019001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/485	485	486.jp2	/chc0364/image/486.jp2
Tobacco plantation.																														chc0364000014		chc03640000140020001							9849456 Bytes	1536	2132	2557906100	RGB	8	600	chc03640000140020001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/486	486	487.jp2	/chc0364/image/487.jp2
Cuba, Palm Avenue and sugar cane carts.																														chc0364000014		chc03640000140021001							9827012 Bytes	1532	2133	1517375185	RGB	8	600	chc03640000140021001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/487	487	488.jp2	/chc0364/image/488.jp2
Cutting sugar cane.																														chc0364000014		chc03640000140022001							9833108 Bytes	1535	2130	893789611	RGB	8	600	chc03640000140022001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/488	488	489.jp2	/chc0364/image/489.jp2
Sugar mill.																														chc0364000014		chc03640000140023001							9800708 Bytes	1533	2126	2798595658	RGB	8	600	chc03640000140023001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/489	489	490.jp2	/chc0364/image/490.jp2
Old Havana, Loma del Angel.																														chc0364000014		chc03640000140024001							9918764 Bytes	1532	2153	411598732	RGB	8	600	chc03640000140024001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/490	490	491.jp2	/chc0364/image/491.jp2
Old Havana																														chc0364000014		chc03640000140025001							9873976 Bytes	1540	2132	649592600	RGB	8	600	chc03640000140025001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/491	491	492.jp2	/chc0364/image/492.jp2
Old Havana																														chc0364000014		chc03640000140026001							9744136 Bytes	1527	2122	2939029593	RGB	8	600	chc03640000140026001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/492	492	493.jp2	/chc0364/image/493.jp2
Havana, Belen Church.																														chc0364000014		chc03640000140027001							9812124 Bytes	1531	2131	4059105796	RGB	8	600	chc03640000140027001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/493	493	494.jp2	/chc0364/image/494.jp2
Havana "La Habanera", oldest building in Havana.																														chc0364000014		chc03640000140028001							9867868 Bytes	1537	2135	669866859	RGB	8	600	chc03640000140028001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/494	494	495.jp2	/chc0364/image/495.jp2
Havana, Castillo de La Fuerza.																														chc0364000014		chc03640000140029001							9803924 Bytes	1532	2128	3913212790	RGB	8	600	chc03640000140029001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/495	495	496.jp2	/chc0364/image/496.jp2
Santiago, Morro Castle.																														chc0364000014		chc03640000140030001							9838560 Bytes	1531	2137	390571325	RGB	8	600	chc03640000140030001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/496	496	497.jp2	/chc0364/image/497.jp2
The Yumuri River																														chc0364000014		chc03640000140031001							9831120 Bytes	1537	2127	1950385953	RGB	8	600	chc03640000140031001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/497	497	498.jp2	/chc0364/image/498.jp2
The Yumuri River Valley.																														chc0364000014		chc03640000140032001							9888904 Bytes	1536	2141	3473722981	RGB	8	600	chc03640000140032001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/498	498	499.jp2	/chc0364/image/499.jp2
Matanzas Bellamar Caves																														chc0364000014		chc03640000140033001							9868568 Bytes	1537	2135	18442420	RGB	8	600	chc03640000140033001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/499	499	500.jp2	/chc0364/image/500.jp2
Camaguey, Patio of Hotel Camaguey.																														chc0364000014		chc03640000140034001							9723168 Bytes	1522	2124	1970302179	RGB	8	600	chc03640000140034001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/500	500	501.jp2	/chc0364/image/501.jp2
Camaguey, a street scene.																														chc0364000014		chc03640000140035001							9864656 Bytes	1535	2137	1561409693	RGB	8	600	chc03640000140035001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/501	501	502.jp2	/chc0364/image/502.jp2
Santiago, a street of steps.																														chc0364000014		chc03640000140036001							9957272 Bytes	1548	2139	1005336087	RGB	8	600	chc03640000140036001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/502	502	503.jp2	/chc0364/image/503.jp2
Havana, Fraternity Park.																														chc0364000014		chc03640000140037001							9815212 Bytes	1528	2136	4135440425	RGB	8	600	chc03640000140037001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/503	503	504.jp2	/chc0364/image/504.jp2
Santiago, looking down to the bay.																														chc0364000014		chc03640000140038001							9778912 Bytes	1528	2128	213433506	RGB	8	600	chc03640000140038001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/504	504	505.jp2	/chc0364/image/505.jp2
Santiago, The Cathedral.																														chc0364000014		chc03640000140039001							9674432 Bytes	1516	2122	1912575717	RGB	8	600	chc03640000140039001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/505	505	506.jp2	/chc0364/image/506.jp2
Santiago,. Central Park, Club San Carlos, and Casa Granda Hotel.																														chc0364000014		chc03640000140040001							9848892 Bytes	1531	2139	155466414	RGB	8	600	chc03640000140040001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/506	506	507.jp2	/chc0364/image/507.jp2
Santiago, San Juan Hill.																														chc0364000014		chc03640000140041001							9842156 Bytes	1533	2135	3666188555	RGB	8	600	chc03640000140041001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/507	507	508.jp2	/chc0364/image/508.jp2
Santiago, The Peace Tree.																														chc0364000014		chc03640000140042001							9823056 Bytes	1532	2132	1986028482	RGB	8	600	chc03640000140042001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/508	508	509.jp2	/chc0364/image/509.jp2
Havana, Hotel Sevilla-Biltmore.																														chc0364000014		chc03640000140043001							9845732 Bytes	1532	2137	3473058660	RGB	8	600	chc03640000140043001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/509	509	510.jp2	/chc0364/image/510.jp2
Havana, a Jai Alai game.																														chc0364000014		chc03640000140044001							9853304 Bytes	1531	2140	2722671192	RGB	8	600	chc03640000140044001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/510	510	511.jp2	/chc0364/image/511.jp2
Havana, at the races, Oriental Park.																														chc0364000014		chc03640000140045001							9858044 Bytes	1536	2134	1775220554	RGB	8	600	chc03640000140045001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/511	511	512.jp2	/chc0364/image/512.jp2
Havana, University.																														chc0364000014		chc03640000140046001							9861396 Bytes	1536	2135	3498545779	RGB	8	600	chc03640000140046001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/512	512	513.jp2	/chc0364/image/513.jp2
Havana, Jockey Club.																														chc0364000014		chc03640000140047001							9878928 Bytes	1538	2136	852122725	RGB	8	600	chc03640000140047001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/513	513	514.jp2	/chc0364/image/514.jp2
Havana, Casino de la Playa.																														chc0364000014		chc03640000140048001							9832916 Bytes	1533	2133	3531391889	RGB	8	600	chc03640000140048001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/514	514	515.jp2	/chc0364/image/515.jp2
Havana, Yacht Club.																														chc0364000014		chc03640000140049001							9799960 Bytes	1530	2130	55564544	RGB	8	600	chc03640000140049001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/515	515	516.jp2	/chc0364/image/516.jp2
Havana, Country Club.																														chc0364000014		chc03640000140050001							9874728 Bytes	1535	2139	3667989656	RGB	8	600	chc03640000140050001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/516	516	517.jp2	/chc0364/image/517.jp2
Havana, Galician Club and National Theatre.																														chc0364000014		chc03640000140051001							9834460 Bytes	1531	2136	2888844938	RGB	8	600	chc03640000140051001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/517	517	518.jp2	/chc0364/image/518.jp2
Havana, Hotel Bristol.																														chc0364000014		chc03640000140052001							9900228 Bytes	1544	2132	940070155	RGB	8	600	chc03640000140052001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/518	518	519.jp2	/chc0364/image/519.jp2
Havana, Hotel Inglaterra.																														chc0364000014		chc03640000140053001							9820276 Bytes	1536	2126	1637428043	RGB	8	600	chc03640000140053001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/519	519	520.jp2	/chc0364/image/520.jp2
Havana, Hotel Plaza.																														chc0364000014		chc03640000140054001							9944292 Bytes	1541	2146	1504680625	RGB	8	600	chc03640000140054001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/520	520	521.jp2	/chc0364/image/521.jp2
Havana, Hotel Almendares.																														chc0364000014		chc03640000140055001							9808672 Bytes	1527	2136	1431374225	RGB	8	600	chc03640000140055001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/521	521	522.jp2	/chc0364/image/522.jp2
A typical plaza of a Cuban town.																														chc0364000014		chc03640000140056001							9821232 Bytes	1531	2133	1702840990	RGB	8	600	chc03640000140056001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/522	522	523.jp2	/chc0364/image/523.jp2
Page 57																														chc0364000014		chc03640000140057001							9855944 Bytes	1544	2122	3035029769	RGB	8	600	chc03640000140057001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/523	523	524.jp2	/chc0364/image/524.jp2
Souvenir playing cards of Cuba: 53 interesting views of Havana and the island		Playing cards of Cuba		http://ibisweb.miami.edu/record=b2942406~S11				Includes traditional card suits, one joker, views of Havana and other regions of Cuba	Playing cards; Cuba -- Pictorial works	Viewbooks; Photographs	Cincinnati, USA: The U.S. Playing Card Co., [19--]			Cuba	CHC Viewbooks Collection 0364 no. 026	1 deck (53 playing cards): card stock col. 9 x 7 cm. (in case 10 x 8 cm.)	spa; eng	 University of Miami Libraries. Cuban Heritage Collection	Viewbooks Collection	CHC0364		Box No. 3				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc0364000014			Image		image/tiff													2011-10-12	2011-10-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/524	524	525.cpd	/chc0364/supp/524/index.pdf
Page 1																														chc0364000008		chc03640000080001001							65947384 Bytes	5626	3906	3829623858	RGB	8	600	chc03640000080001001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/525	525	526.jp2	/chc0364/image/526.jp2
Page 2																														chc0364000008		chc03640000080002001							65509584 Bytes	5632	3876	4180065988	RGB	8	600	chc03640000080002001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/526	526	527.jp2	/chc0364/image/527.jp2
President Palace - Palacio Presidencial - Havana, Cuba																														chc0364000008		chc03640000080003001							63177768 Bytes	5458	3857	961204033	RGB	8	600	chc03640000080003001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/527	527	528.jp2	/chc0364/image/528.jp2
Malecon and Morro Castle - Malecón y Castillo del Morro - Havana, Cuba																														chc0364000008		chc03640000080004001							63235284 Bytes	5463	3857	2572872826	RGB	8	600	chc03640000080004001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/528	528	529.jp2	/chc0364/image/529.jp2
U. S. Minister Residence - Residencia del Ministro de los E. U. (Marianao) - Havana, Cuba																														chc0364000008		chc03640000080005001							63786084 Bytes	5485	3875	2045283587	RGB	8	600	chc03640000080005001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/529	529	530.jp2	/chc0364/image/530.jp2
