Title	Translated Title	Creator	Recipient	Summary	Note	Subject	Genre	Publisher	Date Original	Coverage Temporal	Coverage Spatial	Physical Description	Web Site	Language	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Letter from Sidney Harrison to Frank J. Pepper, September 5, 1919, concerning drainage of the lands between the Everglades and Florida City		Harrison, Sidney	Pepper, Frank J., b. 1880	The letter, on Model Land Company stationery, reads: "In reference to your conversation in regard to needing more land put in shape for sale and your mentioning the number of sales in Sections 1 and 3, Township 58, Range 38, and asked if we could not make some arrangement to get the balance of this land in shape for sale. I will be glad if you will, at your earliest convenience, see Mr. Livingston, our Engineer, and discuss the matter with him and send us a report as to his suggestion for best course to [pursue] in regard to getting this Township in condition for sale. I will then be in a better position to take the matter up with Mr. Ingraham and get his authority to do such work as may be necessary."		Land use	Commercial correspondence		1919	1919	Florida. Miami-Dade county.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 23, Folder Title: Drainage: Land between Everglades and Florida City, 1919 (Special file 676).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000460001001	image/tiff	40790.488 KB	5029	6577	0xB86793B5	RGB	24-bit depth	600 dpi	asm00750000460001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/945	945	962.jp2	/asm0075/image/962.jp2
Certificate of title as to ownership of lands, January 3, 1917		Model Land Company		Certificate of title as to ownership of lands for the Dade County Board of Commissioners.		Land use	Forms (Documents)		1917-01-03	1917	Florida. Miami-Dade county.	1 typewritten form			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 2, Folder Title: Deeds: to Board of County Commissioners of Dade County for rock pits, 1911-1917 (Special file 52).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001100001001	image/tiff	5992.869 KB	5137	3547	0xF69B941C	RGB	24-bit depth	600 dpi	asm00750001100001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/946	946	1019.jp2	/asm0075/image/1019.jp2
Letter from Ingraham to Pepper, September 27, 1920, concerning Kendal Grove		Ingraham, James Edmundson, 1850-1924	Pepper, Frank J., b. 1880	This letter from Model Land Company vice-president J. E. Ingraham to sales agent Frank Pepper concerning Kendal Grove discusses the spraying of the grove to prevent white fly, fertilization and planting of the property, and a dispute between Company secretary Sidney Harrison and Dade County Commissioner John Hinson concerning the replacement of missing trees. Hinson was responsible for maintaining Kendal Grove, and there was widespread criticism of his poor management for allowing white fly infestation and dead wood.		Agriculture; Hinson, John J., d. ca. 1929	Commercial correspondence		1920-09-27	1920		1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 32, Folder Title: Sale: Flagler Grove Property to George Merrick, 1920-1925 (Special file 950).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750002480001001	image/tiff	10510.892 KB	5077	6613	0xA27340C6	RGB	24-bit depth	600 dpi	asm00750002480001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/947	947	1132.jp2	/asm0075/image/1132.jp2
Letter accompanying a 1913 deed of conveyance		Bowen, Crate D., 1871-1959		Letter accompanying a 1913 deed of conveyance which is to substitute for a warranty deed, which was lost from the Company files, assigning Coconut Grove land to the Florida East Coast Railway.		Florida East Coast Railway; Land use	Commercial correspondence		1917	1917	Florida. Miami-Dade county. Miami. Coconut Grove.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 5, Folder Title: Right-of-way: Coconut Grove, 1913-1917. (Special file 177).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001670001001	image/tiff	15266.777 KB	5242	6718	0xB70205EF	RGB	24-bit depth	600 dpi	asm00750001670001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/948	948	1068.jp2	/asm0075/image/1068.jp2
Letter from Pepper and Potter to Sidney Harrison, October 9, 1920, concerning Kendal Grove		Pepper, Frank J., b. 1880; Potter, Burr S.	Harrison, Sidney	Model Land Company agents Frank Pepper and Burr Potter write to secretary Sidney Harrison concerning the advertising of property of Kendall Grove.		Land use; Place marketing	Commercial correspondence		1920-10-09	1920	Florida. Miami-Dade county. Kendall Grove.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 6, Folder Title: Advertising Kendal Grove, 1917-1919 (Special file 204).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001920001001	image/tiff	15724.481 KB	5197	6733	0xDFF09D8B	RGB	24-bit depth	600 dpi	asm00750001920001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/949	949	1090.jp2	/asm0075/image/1090.jp2
Letter from Ingraham to Morse, March 25, 1914, concerning squatters		Ingraham, James Edmundson, 1850-1924	Morse, Frederick S., 1859-1920	Model Land Company President James E. Ingraham writes to sales agent Frederick S. Morse about squatters on Company lands.		Land use	Commercial correspondence		1914-03-25	1914	Florida. Miami-Dade county.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 6, Folder Title: Squatters, 1914 (Special file 205).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001990001001	image/tiff	10097.939 KB	4882	6403	0xC36CFF5D	RGB	24-bit depth	600 dpi	asm00750001990001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/950	950	1097.jp2	/asm0075/image/1097.jp2
Letter from Frederick Morse to A. H. Sawyer, December 13, 1916, re rock pit lands		Morse, Frederick S., 1859-1920	Sawyer, Albert H.	Model Land Company sales agent Frederick Morse writes to Boston and Florida Atlantic Coast Land Company president A. H. Sawyer requesting a deed for the Dade County Board of Commissioners. "We are selling these lands to the County for rock pit purposes for the building of roads at a price of $30.00 per acre..."		Land use	Commercial correspondence		1916-12-13	1916		1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 2, Folder Title: Deeds: to Board of County Commissioners of Dade County for rock pits, 1911-1917 (Special file 52).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000940001001	image/tiff	15417.361 KB	5272	6733	0x28D65A9E	RGB	24-bit depth	600 dpi	asm00750000940001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/951	951	1004.jp2	/asm0075/image/1004.jp2
Trespassing on Model Land Company lands: Morse to Henderson, April 8, 1912		Morse, Frederick S., 1859-1920	Henderson, C. N.	Letter to C. N. Henderson of Naranja, April 8, 1912: "Mr. Goodson advises us that you are cropping on the W1/2 of SW1/2 of SW1/4 Sec. 35-56-39, which belongs to the Model Land Company. He also states that you wish to buy this five acre tract, and we should like to hear from you in regard to the purchase of the same."		Land use; Agriculture	Commercial correspondence		1912	1912	Florida. Miami-Dade county. Naranja.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 4, Folder Title: Trespasser file, 1912 (Special file 121).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000050001001	image/tiff	49684.028 KB	5029	6517	0xFDE1785C	RGB	24-bit depth	600 dpi	asm00750000050001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/952	952	927.jp2	/asm0075/image/927.jp2
Trespassing on Model Land Company lands: Morse to Ross, April 18, 1912		Morse, Frederick S., 1859-1920	Ross, G. J.	Letter to G. J. Ross, April 18, 1912: "Dear Sir, I have your favor of the 10th inst., and am glad to know that Mr. Goodson was misinformed as to your planting on the Company's land. I regret to have bothered you about the matter, but Mr. Goodson was so informed and, therefore, I was compelled to take the matter in hand."		Land use	Commercial correspondence		1912	1912	Florida. Miami-Dade county. Goulds.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 4, Folder Title: Trespasser file, 1912 (Special file 121).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000010001001	image/tiff	47209.87 KB	5009	6557	0x619326DC	RGB	24-bit depth	600 dpi	asm00750000010001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/953	953	923.jp2	/asm0075/image/923.jp2
Letter from Pepper and Potter to Clifton Benson, February 22, 1926		Pepper, Frank J., b. 1880; Potter, Burr S.	Benson, Clifton D.	Model Land Company sales agents Frank Pepper and Burr Potter write to attorney Clifton Benson about the Cocoa Plum Thimble Club and acknowledge receipt of a quitclaim deed for Oliff H. Dasher, Nellie Cooper, and Mary E. Dorn.		Land use; Cocoa Plum Thimble Club	Commercial correspondence		1926-02-22	1926	Florida. Miami-Dade county. Larkins.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 5, Folder Title: Donation: Coco Plum Thimble Club, Clubhouse site, 1913-1920. (Special file 168).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001510001001	image/tiff	15637.594 KB	5212	6763	0x12292FB4	RGB	24-bit depth	600 dpi	asm00750001510001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/954	954	1052.jp2	/asm0075/image/1052.jp2
Letter from Morse to Harrison, August 9, 1912		Morse, Frederick S., 1859-1920	Harrison, Sidney	Model Land Company sales agent Frederick Morse writes to Company secretary Sidney Harrison regarding sale of Perrine Grant lands to Dr. W. S. Burkhart.		Land use; Burkhart, W. S.	Commercial correspondence		1912-08-09	1912		1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 3, Folder Title: Assigned contract: 11-56-39, 1912 (Special file 81).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001320001001	image/tiff	13933.974 KB	5122	6643	0x365D69DF	RGB	24-bit depth	600 dpi	asm00750001320001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/955	955	1036.jp2	/asm0075/image/1036.jp2
Boston and Florida Atlantic Coast Land Company		Model Land Company	Sawyer, Albert H.	This memo to Boston and Florida Atlantic Coast Land Company president A.H. Sawyer lists lands desired by Dade County.		Land use	Commercial correspondence		1916	1916	Florida. Miami-Dade county.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 2, Folder Title: Deeds: to Board of County Commissioners of Dade County for rock pits, 1911-1917 (Special file 52).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000930001001	image/tiff	15114.244 KB	5272	6733	0x2B8894FA	RGB	24-bit depth	600 dpi	asm00750000930001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/956	956	1003.jp2	/asm0075/image/1003.jp2
Letter from James E. Ingraham to Frederick S. Morse, April 19, 1911, concerning John S. Collins's desire to purchase a bayfront mangrove swamp		Ingraham, J. E. (James E.)	Morse, Frederick S., 1859-1920	John Collins was the noted Miami Beach pioneer and entrepreneur. Ingraham writes to Morse, "Please advise Mr. Collins, and make note thereon, that at present this piece of property is not for sale. We do not desire to dispose of it until such time as we are satisfied of what developments may take place in that neighborhood, as you state it is near the outlet to the sea and the channel, is in close proximity to Miami, and we think that it may be of considerable value in the near future."		Collins, John S. (John Stiles), 1837-1928; Land use	Commercial correspondence		1911-04-19	1911	Florida. Miami-Dade county. Miami.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 1, Folder Title: Inquiry: bay front property, 1911 (Special file 14).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000570001001	image/tiff	9524.773 KB	4897	6433	0xFDE4FE36	RGB	24-bit depth	600 dpi	asm00750000570001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/957	957	969.jp2	/asm0075/image/969.jp2
Letter from James E. Ingraham to Frederick S. Morse, March 19, 1912, concerning trespassers		Ingraham, J. E. (James E.)	Morse, Frederick S., 1859-1920	Ingraham responds to Morse's letter about squatters on Model Land Company lands.		Land use	Commercial correspondence		1912-03-19-1912-03-19	1912		1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 1, Folder Title: Squatters, 1911 (Special file 25).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000610001001	image/tiff	8994.544 KB	4897	6433	0xA5C6F28C	RGB	24-bit depth	600 dpi	asm00750000610001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/958	958	973.jp2	/asm0075/image/973.jp2
Letter from Thomas Brewer to Frederick Morse, November 25, 1912		Brewer, Thomas	Morse, Frederick S., 1859-1920	Dade County Commissioner Thomas Brewer requests that Model Land Company sales agent Frederick Morse provide the County with deeds for lands containing rock pits.		Land use	Commercial correspondence		1912-11-25	1912		1 handwritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 2, Folder Title: Deeds: to Board of County Commissioners of Dade County for rock pits, 1911-1917 (Special file 52).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000870001001	image/tiff	12792.424 KB	5212	6718	0xC8F09128	RGB	24-bit depth	600 dpi	asm00750000870001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/959	959	997.jp2	/asm0075/image/997.jp2
