Título	Translated Title	Creator	Sender	Contributors	Recipient	Resumen	Summary	Nota	Note	Tema	Subject	Género	Genre	Publisher	Date	Time Period	Geographic Subject	Geo Point	Geo Box	Descripción Física	Physical Description	Language	Website	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Digital ID	Upload ID	Type	Format	Date Digital	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Comentario del inspector de policía sobre la ausencia y falta de autenticidad de la residencia de Daniel Betancourt, 8 de marzo de 1883	Comment by the police inspector regarding the absence and lack of authenticity of the address of Daniel Betancourt, March 8, 1883														1883-03-08	1880-1890																				chc5298000062	chc52980000620009001								59864516 Bytes	3886	5133	1332730216	RGB	8	600	chc52980000620009001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/242	242	265.jp2	/chc5298/image/265.jp2
Cartas relacionadas a la petición del liberto Daniel Betancourt y la detención del patrocinado Federico Lombal, febrero-marzo de 1883	Letters regarding the petition of the freedman Daniel Betancourt and the detention of the patrocinado Federico Lombal, February-March 1883							El caso de Daniel Betancourt se había también documentado en la caja 1, carpetas 55, 56, 60 y 61. El de Federico Lombal se había también documentado en la caja 1, carpetas 52, 58 y 59.	The case of Daniel Betancourt is also documented in box 1, folders 55, 56, 60, and 61. The case of Federico Lombal is also documented in box 1, folders 52, 58, and 59.	Betancourt, Daniel; Lombal, Federico; Libertos -- Cuba -- Matanzas (Provincia); Mujeres esclavas -- Cuba -- Matanzas (Provincia); Esclavos fugitivos -- Cuba -- Matanzas (Provincia); Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Matanzas (Cuba : Provincia). Gobernador; Santa Clara (Cuba : Provincia). Gobernador	Betancourt, Daniel; Lombal, Federico; Freedmen -- Cuba -- Matanzas (Province); Women slaves -- Cuba -- Matanzas (Province); Fugitive slaves -- Cuba -- Matanzas (Province); Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Matanzas (Cuba : Province). Governor; Santa Clara (Cuba : Province). Governor	manuscritos; correspondencia	manuscripts (document genre); correspondence		1883	1880-1890	Matanzas (Cuba : Province)	east=22.66667; north=-81.16667; name=http://www.geonames.org/3547394/provincia-de-matanzas.html		4 cartas, 9 páginas; 21.8 x 32.5 cm	4 letters, 9 pages; 21.8 x 32.5 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 1; Folder No. 59.1; Folder Title: 1883 March 29				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000062			Text	image/tiff														2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/243	243	266.cpd	/chc5298/supp/243/index.pdf
Carta escrita por Juan Menéndez, empleado de la Junta de Patronato de Arcos de Canasí, en relación al informe mensual de patrocinados que cesaron su patronato, 21 de febrero de 1882	Juan Menéndez, of the Junta de Patronato de Arcos de Canasí, letter regarding the monthly report of patrocinados whose patronato had ended, February 21, 1882														1882-02-21	1880-1890																				chc5298000038	chc52980000380001001								57444520 Bytes	3734	5126	3410063572	RGB	8	600	chc52980000380001001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/244	244	267.jp2	/chc5298/image/267.jp2
Carta, página 2	Letter, page 2																																			chc5298000038	chc52980000380002001								57750256 Bytes	3762	5115	1258746347	RGB	8	600	chc52980000380002001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/245	245	268.jp2	/chc5298/image/268.jp2
Tabla que muestra el número de patrocinados que cesaron su patronato desde el 8 de enero hasta el 7 de febrero de 1882	Table detailing the number of patrocinados whose patronato had ended between January 8 and February 7, 1882														1882-02-15	1880-1890																				chc5298000038	chc52980000380003001								118009276 Bytes	7517	5232	3822870158	RGB	8	600	chc52980000380003001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/246	246	269.jp2	/chc5298/image/269.jp2
Carta y informe sobre los patrocinados que cesaron su patronato durante el período del 8 de enero al 7 de febrero de 1882, en el municipio de Arcos de Canasí, febrero de 1882	Letter and table reporting patrocinados whose patronato had ended between January 8 and February 7, 1882, in the municipality of Arcos de Canasí, February 1882	Menéndez, Juan; Arcos de Canasí (Cuba). Junta Local de Patronato								Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Arcos de Canasí (Cuba). Junta Local de Patronato; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Arcos de Canasí (Cuba). Junta Local de Patronato; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; correspondencia; tablas (documento)	manuscripts (document genre); correspondence; tables (documents)		1882-02	1880-1890	Arcos de Canasí (Cuba)	east=23.1125; north=-81.78139; name=http://www.geonames.org/3568591/arcos-de-canasi.html		2 páginas, 1 hoja; 21 x 30.8 cm	2 pages, 1 leaf; 21 x 30.8 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 1; Folder No. 36; Folder Title: 1882 February 23				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000038			Text	image/tiff														2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/247	247	270.cpd	/chc5298/supp/247/index.pdf
Página 1	Page 1																																			chc5298000110	chc52980001100001001								62424872 Bytes	3977	5230	1471187928	RGB	8	600	chc52980001100001001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/248	248	271.jp2	/chc5298/image/271.jp2
Página 2	Page 2																																			chc5298000110	chc52980001100002001								62579608 Bytes	3965	5259	2236667005	RGB	8	600	chc52980001100002001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/249	249	272.jp2	/chc5298/image/272.jp2
Carta del Gobierno General de la isla de Cuba a la Junta Provincial de Patronato de Matanzas referente a una demanda presentada por Juan Prendes y Fernández para revocar el acuerdo de libertad de los "morenos" Estebán, Alejandro, Pimón, Vicente, Pedro, Rafael, Ysidro, José Dionisio y Lorenzo	Gobierno General letter to the Junta Provincial de Patronato de Matanzas regarding a claim filed by Juan Prendes y Fernández to revoke an agreement to free the "morenos" Estebán, Alejandro, Pimón, Vicente, Pedro, Rafael, Ysidro, José Dionisio, and Lorenzo		Cuba. Secretaría del Gobierno General		Matanzas (Cuba : Province). Junta Provincial de Patronato					Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; documentos oficiales	manuscripts (document genre); official documents		1885-02-18	1880-1890	Havana (Cuba : Province)	east=23.13302; north=-82.38304; name=http://www.geonames.org/3553478/havana.html		2 páginas; 21.7 x 32.7 cm	2 pages; 21.7 x 32.7 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 2; Folder No. 36; Folder Title: 1885 July 22				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000110			Text	image/tiff														2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/250	250	273.cpd	/chc5298/supp/250/index.pdf
Carta de Ventura Pascual a la Junta Provincial de Patronato de Matanzas para solicitar la libertad de su patrocinada Teresa, 7 de febrero de 1881	Ventura Pascual letter to the Junta Provincial de Patronato de Matanzas to request the freedom of his patrocinada Teresa, February 7, 1881		Pascual, Ventura		Matanzas (Cuba : Province). Junta Provincial de Patronato										1881-02-07	1880-1890																				chc5298000019	chc52980000190001001								119576892 Bytes	5305	7512	1718898288	RGB	8	600	chc52980000190001001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/251	251	274.jp2	/chc5298/image/274.jp2
Página 2	Page 2																																			chc5298000019	chc52980000190002001								120695604 Bytes	5369	7492	3961137964	RGB	8	600	chc52980000190002001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/252	252	275.jp2	/chc5298/image/275.jp2
Oficio escrito por Nicolás Vinageras i Cruz certificando la transacción de compra de la esclava Teresa de Rafael Andusc a Ventura Pascual, 15 de febrero de 1881	Official document written by Nicolás Vinageras i Cruz certifying the purchase of the slave Teresa from Rafael Andusc by Ventura Pascual, February 15, 1881	Vinageras i Cruz, Nicolás													1881-02-15	1880-1890																				chc5298000019	chc52980000190003001								125983640 Bytes	5401	7774	3967166201	RGB	8	600	chc52980000190003001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/253	253	276.jp2	/chc5298/image/276.jp2
Oficio de la concesión de la libertad de Teresa, una patrocinada bajo la tutela de Ventura Pascual, 11 de marzo de 1881	Official document granting the freedom of Teresa, a patrocinada under the patronato of Ventura Pascual, March 11, 1881														1881-03-11	1880-1890																				chc5298000019	chc52980000190004001								125353348 Bytes	5394	7745	1978824829	RGB	8	600	chc52980000190004001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/254	254	277.jp2	/chc5298/image/277.jp2
Oficio 2, página 2	Official document 2, page 2																																			chc5298000019	chc52980000190005001								125321596 Bytes	5385	7756	684935929	RGB	8	600	chc52980000190005001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/255	255	278.jp2	/chc5298/image/278.jp2
Carta y dos oficios que detallan el proceso para obtener la libertad de Teresa, una patrocinada de Ventura Pascual, febrero-marzo de 1881	Letter and official documents detailing the petition for freedom of Teresa, a patrocinada of Ventura Pascual, February-March 1881									Mujeres esclavas -- Cuba -- Matanzas (Provincia); Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Women slaves -- Cuba -- Matanzas (Province); Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; correspondencia; documentos oficiales	manuscripts (document genre); correspondence; official documents		1881	1880-1890	Matanzas (Cuba : Province)	east=22.66667; north=-81.16667; name=http://www.geonames.org/3547394/provincia-de-matanzas.html		2 páginas, 1 hoja, 2 páginas; 31 x 22 cm	2 pages, 1 leaf, 2 pages; 31 x 22 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 1; Folder No. 19; Folder Title: 1881 February 21				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000019			Text	image/tiff														2013-07-28	2013-07-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/256	256	279.cpd	/chc5298/supp/256/index.pdf
Redenciones, fallecidos y inscriptos en el registro, Junta Local de Palmillas, abril de 1881	Redemptions, deceased, and registered, Junta Local de Palmillas, April 1881														1881-04	1880-1890																				chc5298000024	chc52980000240001001								62782908 Bytes	3939	5311	2365173859	RGB	8	600	chc52980000240001001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/257	257	280.jp2	/chc5298/image/280.jp2
Carta de Miguel P. Bailador enviada a la Junta Provincial de Patronato de Matanzas en relación a la muerte de un patrocinado, 1 de abril de 1881	Miguel P. Bailador letter to the Junta Provincial de Patronato de Matanzas regarding the death of a patrocinado, April 1, 1881		Bailador, Miguel P.; Palmillas (Cuba). Junta Local de Patronato												1881-04-01	1880-1890																				chc5298000024	chc52980000240002001								63640932 Bytes	4053	5232	3307331412	RGB	8	600	chc52980000240002001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/258	258	281.jp2	/chc5298/image/281.jp2
Informe sobre la muerte del patrocinado Emilio, que estaba bajo la tutela de los herederos de Antonio Carrillo, 31 de marzo de 1881	Table reporting the death of Emilio, patrocinado of the heirs of Antonio Carrillo, March 31, 1881	Bailador, Miguel P.; Palmillas (Cuba). Junta Local de Patronato													1881-03-31	1880-1890																				chc5298000024	chc52980000240003001								64550420 Bytes	5259	4090	1434384755	RGB	8	600	chc52980000240003001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/259	259	282.jp2	/chc5298/image/282.jp2
Carta y informe de patrocinados fallecidos de la Junta Local de Patronato de Palmillas, abril de 1881	Letter and table reporting deceased patrocinados, Junta Local de Patronato de Palmillas, April 1881	Palmillas (Cuba). Junta Local de Patronato								Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Palmillas (Cuba). Junta Local de Patronato; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Palmillas (Cuba). Junta Local de Patronato; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; correspondencia; tablas (documento)	manuscripts (document genre); correspondence; tables (documents)		1881-04	1881-1890	Palmillas (Cuba)	east=22.62583; north=-80.78; name=http://www.geonames.org/3545050/palmillas.html		3 hojas; 22 x 31.3 cm	3 leaves; 22 x 31.3 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 1; Folder No. 23; Folder Title: 1881 April 4				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000024			Text	image/tiff														2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/260	260	283.cpd	/chc5298/supp/260/index.pdf
1881, febrero, redenciones, movimiento de patrocinados y libertos, Matanzas	1881, February, redemptions, movement of patrocinados and freedmen, Matanzas														1881-02	1880-1890																				chc5298000015	chc52980000150001001								63211372 Bytes	3948	5335	1119732992	RGB	8	600	chc52980000150001001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/261	261	284.jp2	/chc5298/image/284.jp2
Carta escrita por Juan Pujol solicitando el certificado de libertad de su patrocinada Ynés, 1 de febrero de 1881	Juan Pujol letter requesting the certificate of freedom for his patrocinada Ynés, February 1, 1881		Pujol, Juan												1881-02-01	1880-1890																				chc5298000015	chc52980000150002001								61983784 Bytes	3888	5312	39520253	RGB	8	600	chc52980000150002001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/262	262	285.jp2	/chc5298/image/285.jp2
