Title	Translated Title	Play Title	Original Title	Production Title	Festival Title	CTDA Link	Creator	Author	Translator	Director	Producer	Photographer	Videographer	Theater Company	Theater Venue	Cast	Costume Designer	Set Designer	Poster Designer	Summary	Note	Subject	Genre	Publisher	Date Published	Date Created	Time Period	Geographic Subject	Geo Point	Geo Box	Physical Description	Language	Website	Repository	Collection Title	Collection No.	Series	Container	Finding Aid	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Availability	Tape No.	Object ID	Digital ID	Upload ID	Full Text	Type	Format	Original Format	Tape Format	Date Digital	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Scene from the play, "Candida"																						Theater -- Cuba; Plays	Photographs			1964	1960-1970	Havana, Cuba			1 b&w photograph; 25.3 x 20 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Herberto Dumé Papers	CHC5141	Series I: Works, n.d., 1953-1998	Box No. 11; Folder No. 10; Folder Title: Candida: photographs, 1964					DPR; SR; AXR			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc51410000650001001			Image	image/tiff							88444280 Bytes	6101	4831	3338675199	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000650001001.tif		2010-06-23	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/287	287	288.jp2	/theater/image/288.jp2
Scene from the play, "Recuerdos de Tulipa" (Remembering Tulipa)																						Theater -- Cuba; Plays	Photographs			1964	1960-1970	Cuba			1 b&w photograph; 13 x 20.3 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Herberto Dumé Papers	CHC5141	Series I: Works, n.d., 1953-1998	Box No. 14; Folder No. 11; Folder Title: Recuerdos de Tulipa: photographs, 1964					DPR; SR	DPR; SR; AXR	© 2007 University of Miami. All rights reserved					chc51410000760001001			Image	image/tiff							47034564 Bytes	3221	4865	3569756444	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000760001001.tif		2010-06-23	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/290	290	291.jp2	/theater/image/291.jp2
Scene from the play, "El lindo ruiseñor" (The Nightingale)																					"El lindo ruiseñor" was adapted by Rebeca Morales based on José Martí own version of Hans Christian Andersen's "The Nightingale".	Theater -- Cuba; Plays	Photographs			1960-03-10	1960-1970	Havana, Cuba			1 b&w photograph; 20 x 25.4 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Herberto Dumé Papers	CHC5141	Series I: Works, n.d., 1953-1998	Box No. 14; Folder No. 1; Folder Title: El lindo ruiseñor, 1960					DPR; SR; AXR			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc51410000490001001			Image	image/tiff							88889400 Bytes	4853	6104	4025600470	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000490001001.tif		2010-06-23	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/292	292	293.jp2	/theater/image/293.jp2
Scene from the play, "El lindo ruiseñor" (The Nightingale)																					"El lindo ruiseñor" was adapted by Rebeca Morales based on José Martí own version of Hans Christian Andersen's "The Nightingale".	Theater -- Cuba; Plays	Photographs			1960-03-10	1960-1970	Havana, Cuba			1 b&w photograph; 25.4 x 20.4 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Herberto Dumé Papers	CHC5141	Series I: Works, n.d., 1953-1998	Box No. 14; Folder No. 1; Folder Title: El lindo ruise��or, 1960						DPR; SR; AXR	© 2007 University of Miami. All rights reserved					chc51410000450001001			Image	image/tiff							90431960 Bytes	6129	4917	3826678921	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000450001001.tif		2010-06-23	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/294	294	295.jp2	/theater/image/295.jp2
Scene from the play, "Candida"																						Theater -- Cuba; Plays	Photographs			1964	1960-1970	Havana, Cuba			1 b&w photograph; 25.3 x 20 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Herberto Dumé Papers	CHC5141	Series I: Works, n.d., 1953-1998	Box No. 11 Folder No. 10 Folder Title: Candida: photographs, 1964					DPR; SR; AXR			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc51410000690001001			Image	image/tiff							88936912 Bytes	6116	4846	720208239	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000690001001.tif		2010-06-23	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/296	296	297.jp2	/theater/image/297.jp2
Scene from the play, "El lindo ruiseñor" (The Nightingale)																					Written on verso: "Teatro Nacional de Cuba"; "El lindo ruiseñor" was adapted by Rebeca Morales based on José Martí own version of Hans Christian Andersen's "The Nightingale".	Theater -- Cuba; Plays	Photographs			1960-03-10	1960-1970	Havana, Cuba			1 b&w photograph; 25.5 x 20.2 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Herberto Dumé Papers	CHC5141	Series I: Works, n.d., 1953-1998	Box No. 14; Folder No. 1; Folder Title: El lindo ruiseñor, 1960					DPR; SR; AXR			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc51410000500001001			Image	image/tiff							90483168 Bytes	6169	4888	1575679890	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000500001001.tif		2010-06-23	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/297	297	298.jp2	/theater/image/298.jp2
Scene from the play, "El lindo ruiseñor" (The Nightingale)																					"El lindo ruiseñor" was adapted by Rebeca Morales based on José Martí own version of Hans Christian Andersen's "The Nightingale".	Theater -- Cuba; Plays	Photographs			1960-03-10	1960-1970	Havana, Cuba			1 b&w photograph; 20.4 x 25.4 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Herberto Dumé Papers	CHC5141	Series I: Works, n.d., 1953-1998	Box No. 14; Folder No. 1; Folder Title: El lindo ruiseñor, 1960					DPR; SR; AXR			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc51410000460001001			Image	image/tiff							90102392 Bytes	4920	6103	2541190183	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000460001001.tif		2010-06-23	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/298	298	299.jp2	/theater/image/299.jp2
Scene from the play, "Recuerdos de Tulipa" (Remembering Tulipa)																					Written on verso: "Tulipa de Reguera Saumell"	Theater -- Cuba; Plays	Photographs			1964	1960-1970	Cuba			1 b&w photograph; 20.3 x 13.2 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Herberto Dumé Papers	CHC5141	Series I: Works, n.d., 1953-1998	Box No. 14; Folder No. 11; Folder Title: Recuerdos de Tulipa: photographs, 1964					DPR; SR	DPR; SR; AXR	© 2007 University of Miami. All rights reserved					chc51410000790001001			Image	image/tiff							74869797 Bytes	6053	4123	2087166831	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000790001001.tif		2010-06-23	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/300	300	301.jp2	/theater/image/301.jp2
Scene from the play, "Candida"																						Theater -- Cuba; Plays	Photographs			1964	1960-1970	Havana, Cuba			1 b&w photograph; 25.4 x 20.1 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Herberto Dumé Papers	CHC5141	Series I: Works, n.d., 1953-1998	Box No. 11; Folder No. 10; Folder Title: Candida: photographs, 1964					DPR; SR; AXR			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc51410000660001001			Image	image/tiff							87847080 Bytes	6085	4811	3073938124	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000660001001.tif		2010-06-23	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/302	302	303.jp2	/theater/image/303.jp2
Scene from the play, "El que dijo sí y El que dijo no" ( The one who said yes and the one who said no)																						Theater -- Cuba; Plays	Photographs			1961-05-13	1960-1970	Havana, Cuba			1 b&w photograph; 25.6 x 19.5 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Herberto Dumé Papers	CHC5141	Series I: Works, n.d., 1953-1998	Box No. 14; Folder No. 10; Folder Title: El que dijo sí y el que dijo no: photographs (Cuba), 1961					DPR; SR; AXR			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc51410000510001001			Image	image/tiff							87249680 Bytes	6160	4720	1631429278	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000510001001.tif		2010-06-23	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/303	303	304.jp2	/theater/image/304.jp2
Scene from the play, "El lindo ruiseñor" (The Nightingale)																					"El lindo ruiseñor" was adapted by Rebeca Morales based on José Martí own version of Hans Christian Andersen's "The Nightingale".	Theater -- Cuba; Plays	Photographs			1960-03-10	1960-1970	Havana, Cuba			1 b&w photograph; 20.4 x 25.4 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Herberto Dumé Papers	CHC5141	Series I: Works, n.d., 1953-1998	Box No. 14; Folder No. 1; Folder Title: El lindo ruise��or, 1960					DPR; SR; AXR			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc51410000440001001			Image	image/tiff							90896300 Bytes	4944	6119	675687592	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000440001001.tif		2010-06-23	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/306	306	307.jp2	/theater/image/307.jp2
Page 1																																																	chc5200000004	chc52000000040001001				Still image							25159.416 KB	5269	6826	0xE4FF6BC8	RGB	24-bit depth	600 dpi	chc52000000040001001.tif		2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/326	326	327.jp2	/theater/image/327.jp2
Page 2																																																	chc5200000004	chc52000000040002001				Still image							24351.676 KB	5224	6761	0x7470CD	RGB	24-bit depth	600 dpi	chc52000000040002001.tif		2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/327	327	328.jp2	/theater/image/328.jp2
Page 3																																																	chc5200000004	chc52000000040003001				Still image							26385.844 KB	5258	6757	0x7FDF6E64	RGB	24-bit depth	600 dpi	chc52000000040003001.tif		2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/328	328	329.jp2	/theater/image/329.jp2
Page 4																																																	chc5200000004	chc52000000040004001				Still image							24838.039 KB	5395	6774	0x3BAD0CDB	RGB	24-bit depth	600 dpi	chc52000000040004001.tif		2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/329	329	330.jp2	/theater/image/330.jp2
Page 5																																																	chc5200000004	chc52000000040005001				Still image							31463.695 KB	5187	6731	0x39D31116	RGB	24-bit depth	600 dpi	chc52000000040005001.tif		2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/330	330	331.jp2	/theater/image/331.jp2
Page 6																																																	chc5200000004	chc52000000040006001				Still image							36445.625 KB	5245	6747	0x46C94407	RGB	24-bit depth	600 dpi	chc52000000040006001.tif		2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/331	331	332.jp2	/theater/image/332.jp2
Program for the production "Los Fantasmas de Tulemón" ("Tulemon's Ghosts")																	Soto, Leandro, 1956-	Soto, Leandro, 1956-		The cover page has an abstract painting showing two faces (happy and sad). Inside it shows a list of the cast and stage coordinators. In a loose insert it gives short descriptions of the play, author and company in both Spanish and English. The final page shows photographs of the cast and it shows information about the date of performance.	On front page bottom center: 12th International Festival Hispanic International Theatre de Teatro Festival Hispano. Signature on bottom right corner: Pérez Celis, B.A. 1996. Top center: Teatro Avante AA American Airlines. May 16-June 15, 1997, Coral Gables, Miami, and Miami Beach, FLorida, U.S.A. This playbill is an insert in a larger program of festivities, which include many more plays given during the Festival.		Theater programs			1997	1990-2000	Coral Gables (Florida)			1 program, 6 pages	spa; eng		University of Miami Libraries. Cuban Heritage Collection.	Leandro Soto Papers	CHC5200	Series II: Works, n.d., 1978-2007; Sub-series B: Theatre Designs,  n.d., 1981-2002	Box No. 4,  Folder No. 6;  Folder Title: Los Fantasmas de Tulemón, 1999; Folder Date: 1997-1999					axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5200000004				Text				0000-00-00													2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/332	332	333.cpd	/theater/image/333.cpd
Page 1																																																	chc5200000002	chc52000000020001001				Still image							19151.173 KB	5257	6754	0x38E1C5AF	RGB	24-bit depth	600 dpi	chc52000000020001001.tif		2009-07-20	2009-07-20	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/333	333	334.jp2	/theater/image/334.jp2
Page 2																																																	chc5200000002	chc52000000020002001				Still image							23739.385 KB	6106	6738	0x109DE930	RGB	24-bit depth	600 dpi	chc52000000020002001.tif		2009-07-20	2009-07-20	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/334	334	335.jp2	/theater/image/335.jp2
Page 3																																																	chc5200000002	chc52000000020003001				Still image							16063.284 KB	5277	6762	0xFD57C690	RGB	24-bit depth	600 dpi	chc52000000020003001.tif		2009-07-20	2009-07-20	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/335	335	336.jp2	/theater/image/336.jp2
Page 4																																																	chc5200000002	chc52000000020004001				Still image							16677.56 KB	5219	6728	0x91E11A65	RGB	24-bit depth	600 dpi	chc52000000020004001.tif		2009-07-20	2009-07-20	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/336	336	337.jp2	/theater/image/337.jp2
Playbill for the play, Los Fantasmas de Tulemón																	Soto, Leandro, 1956-	Soto, Leandro, 1956-		This playbill of "Los Fantasmas de Tulemón" includes a list of the cast, the director, author, and production staff and a short summary about the play, the author and the company in both Spanish and English. The front cover mentions that the play was performed during the 1997 National Black Theatre Festival in Brendle Recital Hall, at Wake Forest University.	Teatro Avante performed "Los Fantasmas de Tulemón" at this location, with most of the same cast that performed in Coral Gables.		Playbills			1997	1990-2000	Coral Gables, Florida			1 b&w playbill	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Leandro Soto Papers	CHC5200	Series II: Works, n.d., 1978-2007; Sub-series B: Theatre Designs,  n.d., 1981-2002	Box No. 4;  Folder No. 6;  Folder Title: Los Fantasmas de Tulemón;  Folder Date: 1997-1999								http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5200000002	chc5200000002			Text				0000-00-00													2010-01-26	2010-01-26	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/337	337	338.cpd	/theater/image/338.cpd
Page 1																																																	chc5200000005	chc52000000050001001				Still image							20755.372 KB	3418	5082	0xD39DE312	RGB	24-bit depth	600 dpi	chc52000000050001001.tif		2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/351	351	352.jp2	/theater/image/352.jp2
Page 2																																																	chc5200000005	chc52000000050002001				Still image							7663.267 KB	3457	5122	0x21E365E8	RGB	24-bit depth	600 dpi	chc52000000050002001.tif		2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/352	352	353.jp2	/theater/image/353.jp2
Page 3																																																	chc5200000005	chc52000000050003001				Still image							7354.062 KB	3404	5087	0xE8823502	RGB	24-bit depth	600 dpi	chc52000000050003001.tif		2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/353	353	354.jp2	/theater/image/354.jp2
Page 4																																																	chc5200000005	chc52000000050004001				Still image							9006.854 KB	3443	5096	0x37A9BB0	RGB	24-bit depth	600 dpi	chc52000000050004001.tif		2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/354	354	355.jp2	/theater/image/355.jp2
Page 5																																																	chc5200000005	chc52000000050005001				Still image							9938.873 KB	3425	5091	0xCC99CCB2	RGB	24-bit depth	600 dpi	chc52000000050005001.tif		2009-03-05	2009-03-05	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/355	355	356.jp2	/theater/image/356.jp2
Page 6																																																	chc5200000005	chc52000000050006001				Still image							10171.483 KB	3426	5082	0x6CDAD42B	RGB	24-bit depth	600 dpi	chc52000000050006001.tif		2009-03-05	2009-03-05	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/356	356	357.jp2	/theater/image/357.jp2
