Title	Translated Title	Photographer	Contributor	Summary	Note	Subject	Theme	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Digital ID	Type	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	Full resolution	CONTENTdm file path
Blockhouse near Santiago de Cuba						Blockhouses -- Cuba -- Santiago de Cuba; Rivers -- Cuba; Santiago de Cuba (Cuba)		Photographs			1900-1920	Santiago de Cuba (Cuba)	1 b&w photograph			University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 3; Folder No. 6; Folder Title: Santiago de Cuba, n.d., 1900s-1930s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170005340001001	Image	image/tiff	Epson	Photoshop		260.636 KB	950	768	0xD6E6940E		24 bit	600 dpi	50170005340001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1377	1377	1794.jpg	chc501710\50170005340001001.tif	/chc5017/image/1794.jpg
Secretaría de Estado, Havana, Cuba					Written on verso: "Used 1921." Probably used by the Munson Steamship Line in their publication, The Cuba Review.	Government buildings; Public buildings -- Cuba; Administrative agencies; Signs and signboards; Havana (Cuba);		Photographs		1921	1920-1930	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 35; Folder Title: Government Facilities, 1900s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170002180001001	Image	image/tiff	Epson	Photoshop		307.963 KB	1023	610	0x6A43ABC5		24 bit	600 dpi	50170002180001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1378	1378	1481.jpg	chc50178\50170002180001001.tif	/chc5017/image/1481.jpg
Nitrate of soda storage warehouse, Regla					Written on verso: "Used 1921." Probably used by the Munson Steamship Line in their publication, The Cuba Review.	Fertilizer industry; Warehouses; Regla (Havana, Cuba); Havana (Cuba);		Photographs		1921	1920-1930	Havana (Cuba)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 54; Folder Title: Regla, 1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170005140001001	Image	image/tiff	Epson	Photoshop		315.797 KB	1023	732	0xDECA2FEE		24 bit	600 dpi	50170005140001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1379	1379	1774.jpg	chc501710\50170005140001001.tif	/chc5017/image/1774.jpg
"La Cabaña" saludando al Presidente de la República	"La Cabaña" greeting the President of the Republic	Blain, G.			Written on recto: "'La Cabaña saludando al Presidente de la República", "Agosto 31/1902"	Fortification -- Cuba -- Havana; Castles -- Cuba -- Havana; Fortaleza San Carlos de la Cabaña (Havana, Cuba); Cannons; Havana (Cuba)		Photographs		1902-08-31	1900-1910	Havana (Cuba)	1 b&w photograph	spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 30; Folder Title: Forts and Fortifications: Castillo de la Cabaña, n.d., 1902-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001800001001	Image	image/tiff	Epson	Photoshop		312.91 KB	1000	768	0xD8B0063D		24 bit	600 dpi	50170001800001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1380	1380	1443.jpg	chc50178\50170001800001001.tif	/chc5017/image/1443.jpg
Belen Arcade, Havana					Written on recto: "4053". Stamp on front: "Library of Manuel R. Bustamante" (donor). Written on verso: Arco de Belen, Habana", "Used 1918". Probably used by the Munson Steamship Line in their publication, The Cuba Review. Notation by Manuel R. Bustamante (donor) affixed on verso: "Conocido Arco de Belen en la calle Acosta y Compostela, en La Habana."	Streets -- Cuba -- Havana; Architecture -- Cuba -- Havana; Buildings -- Cuba -- Havana; Havana (Cuba)		Photographs		1918	1910-1920	Havana (Cuba)	1 b&w photograph	spa; eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 2; Folder No. 8; Folder Title: Streets,n.d., 1900s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170003240001001	Image	image/tiff	Epson	Photoshop		217.497 KB	601	768	0xCFD9F30F		24 bit	600 dpi	50170003240001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1381	1381	1587.jpg	chc50179\50170003240001001.tif	/chc5017/image/1587.jpg
Dining room in unidentified institution, Cuba					Written on verso: "One of the Automatic tables of the Dining Room with traveling belt that when full of plates moves the entire length of the table and automatically stops till plates are removed. When meal is concluded the same belt conveys plates back to starting place where they fall into hot water receptacles and are conveyed to their place of origen (sic)." Also, "Used Sept. 1930."  Probably used by the Munson Steamship Line in their publication, The Cuba Review.	Dining rooms; Tables; Cuba		Photographs		1930-09	1930-1940	Cuba	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series I: Subject Files, n.d., 1890s-1990s (bulk dates 1900s-1930s).	Box No.: 1 Folder No.: 16 Folder Title: Miscellaneous, n.d., 1930.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001130001001	Image	image/tiff	Epson	Photoshop		230.586 KB	966	768	0xEEFA3170		24 bit	600 dpi	50170001130001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1382	1382	1379.jpg	chc50178\50170001130001001.tif	/chc5017/image/1379.jpg
Exterior of the Banco Nacional de Cuba					Written on verso: "Cuba Review. 9 am Thursday. 133 screen." Probably used by the Munson Steamship Line in their publication, The Cuba Review.	Banco Nacional de Cuba; Banks and banking; Bank buildings; Cuba		Photographs			1910-1930	Cuba	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 19; Folder Title: Banks: Banco Nacional de Cuba.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001220001001	Image	image/tiff	Epson	Photoshop		305.043 KB	963	768	0x5F65CF13		24 bit	600 dpi	50170001220001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1383	1383	1388.jpg	chc50178\50170001220001001.tif	/chc5017/image/1388.jpg
Gran Hotel in Baracoa, Guantánamo						Hotels -- Cuba; Baracoa (Cuba); Guantánamo (Cuba);		Photographs			1900-1920	Guantánamo (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 17; Folder Title: Baracoa.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170003630001001	Image	image/tiff	Epson	Photoshop		306.44 KB	943	768	0x53E214D2		24 bit	600 dpi	50170003630001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1384	1384	1624.jpg	chc50179\50170003630001001.tif	/chc5017/image/1624.jpg
Paper mill, Cuba					Written on verso: "Paper mill at?"	Paper industry; Paper mills; Cuba		Photographs				Cuba	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series I: Subject Files, n.d., 1890s-1990s (bulk dates 1900s-1930s).	Box No. 1; Folder No. 14; Folder Title: Sugar Industry, n.d., 1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001060001001	Image	image/tiff	Epson	Photoshop		290.304 KB	977	768	0x5251EF60		24 bit	600 dpi	50170001060001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1385	1385	1372.jpg	chc50178\50170001060001001.tif	/chc5017/image/1372.jpg
Park and San Carlos Club, Santiago de Cuba, Cuba					Written on front: "185" and  "H.B.Co." Written on verso: "Santiago de Cuba, Club San Carlos (nuevo)."	Parks -- Cuba; Clubs; Club San Carlos de Santiago de Cuba. Santiago de Cuba (Cuba); Santiago de Cuba (Cuba);		Photographs				Santiago de Cuba (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 3; Folder No. 8; Folder Title: Santiago de Cuba: Club San Carlos.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170005480001001	Image	image/tiff	Epson	Photoshop		334.848 KB	970	768	0x72DBF681		24 bit	600 dpi	50170005480001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1386	1386	1808.jpg	chc501710\50170005480001001.tif	/chc5017/image/1808.jpg
Cuban country homes, Cidra, Oriente					Written on recto: "Típicos Bohíos. Cidra Oriente." Written on verso: "Picturesque Cuba. A 'colored' street, Cidra, Cuba", "Melvin Menges, Matanzas." Stamp on verso: "The Cuba Review."	Dwellings -- Cuba; Huts; Thatched roofs; Roads -- Cuba; Santa Ana (Cuba: Municipio)		Photographs			1900-1920	Cuba	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 27; Folder Title: Cidra.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170004240001001	Image	image/tiff	Epson	Photoshop		283.112 KB	1023	732	0xB7B0AB53		24 bit	600 dpi	50170004240001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1387	1387	1685.jpg	chc50179\50170004240001001.tif	/chc5017/image/1685.jpg
Mausoleum at Colón Cemetery, Havana					Written on verso: "From Mary Elizabeth Springer, 97 Wilson Ave, Vedado, Havana", "Used Aug. 1926." Probably used by the Munson Steamship Line in their publication, The Cuba Review.	Necrópolis Cristóbal Colón (Havana, Cuba); Mausoleums; Sepulchral monuments; Cemeteries -- Cuba; Havana (Cuba)		Photographs		1926-08	1920-1930	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 22; Folder Title: Cemeteries: Cementerio de Colón, 1920s, 1999.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001340001001	Image	image/tiff	Epson	Photoshop		279.057 KB	1022	761	0xD843EC72		24 bit	600 dpi	50170001340001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1388	1388	1400.jpg	chc50178\50170001340001001.tif	/chc5017/image/1400.jpg
Engine no. 8, Cuba						Railroads -- Cuba; Locomotives; Railroad trains		Photographs			1900-1930	Cuba	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series I: Subject Files, n.d., 1890s-1990s (bulk dates 1900s-1930s).	Box No. 1; Folder No. 12; Folder Title: Railroads.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170000940001001	Image	image/tiff	Epson	Photoshop		291.063 KB	979	768	0xDD8BB36C		24 bit	600 dpi	50170000940001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1389	1389	1361.jpg	chc50178\50170000940001001.tif	/chc5017/image/1361.jpg
Old bridge in Camagüey					Written on verso: "Caridad, Camagüey. Main road into Cuba."	Bridges -- Cuba; Streets -- Cuba; Camagüey (Cuba)		Photographs			1900-1920	Camagüey (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 21; Folder Title: Camagüey, n.d., 1900s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170003990001001	Image	image/tiff	Epson	Photoshop		280.394 KB	952	768	0x809F11BA		24 bit	600 dpi	50170003990001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1390	1390	1660.jpg	chc50179\50170003990001001.tif	/chc5017/image/1660.jpg
Plowing scene near Vento, Havana, Cuba						Plowing -- Cuba -- Havana; Havana (Cuba)		Photographs				Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series IV: Provinces, n.d., 1906-1920s.	Box No. 3; Folder No. 12; Folder Title: Havana (Province), n.d., 1910s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170005650001001	Image	image/tiff	Epson	Photoshop		234.36 KB	600	768	0xC46FB776		24 bit	600 dpi	50170005650001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1391	1391	1825.jpg	chc501710\50170005650001001.tif	/chc5017/image/1825.jpg
San Miguel railroad station						Railroad stations; Railroads -- Cuba; Cuba		Photographs				Cuba	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series I: Subject Files, n.d., 1890s-1990s (bulk dates 1900s-1930s).	Box No. 1; Folder No. 12; Folder Title: Railroads.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170000950001001	Image	image/tiff	Epson	Photoshop		304.096 KB	1023	716	0xAB1FAC10		24 bit	600 dpi	50170000950001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1392	1392	1362.jpg	chc50178\50170000950001001.tif	/chc5017/image/1362.jpg
Balboa mansion, Havana					Written on verso: "From corner Gloria & Zulueta."  Also: "Used Nov 1924.'' Probably used by the Munson Steamship Line in their publication, The Cuba Review.	Dwellings -- Cuba -- Havana; Mansions -- Cuba -- Havana; Havana (Cuba);		Photographs		1924-11	1920-1930	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 28; Folder Title: Dwellings, n.d., 1900s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001650001001	Image	image/tiff	Epson	Photoshop		358.852 KB	1023	640	0x291E0171		24 bit	600 dpi	50170001650001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1393	1393	1429.jpg	chc50178\50170001650001001.tif	/chc5017/image/1429.jpg
Group seated on porch					Written on verso: "Powers place, an Illinois boy."	Colonists; Americans; Dwellings -- Cuba; Thatched roofs; Porches;		Photographs			1900-1930	Cuba	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series I: Subject Files, n.d., 1890s-1990s (bulk dates 1900s-1930s).	Box No. 1; Folder No. 6; Folder Title: Dwellings, n.d., 1890s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170000350001001	Image	image/tiff	Epson	Photoshop		217.617 KB	1023	755	0xD2C705E		24 bit	600 dpi	50170000350001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1394	1394	1303.jpg	chc50178\50170000350001001.tif	/chc5017/image/1303.jpg
Jardín privado, Holguín	Private garden, Holguín				Written on recto: "Jardín privado. Holguín, Oriente", "Private garden. Holguín, Oriente." Written on verso: "View in our garden."	Gardens; Holguín (Cuba)		Photographs			1900-1920	Holguín (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 41; Folder Title: Holguín.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170004630001001	Image	image/tiff	Epson	Photoshop		325.241 KB	1022	595	0x163B1B3B		24 bit	600 dpi	50170004630001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1395	1395	1724.jpg	chc501710\50170004630001001.tif	/chc5017/image/1724.jpg
Branch Exchange of the Cuban Telephone Company, Vedado						Neighborhoods -- Cuba -- Havana; Telephone companies; Buildings -- Cuba -- Havana; Vedado (Havana, Cuba); Havana (Cuba)		Photographs			1910-1930	Havana (Cuba)	1 b&w photograph			University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 42; Folder Title: Neighborhoods: Vedado, 1900s-1930s 1999.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170002550001001	Image	image/tiff	Epson	Photoshop		235.78 KB	952	768	0x6650E423		24 bit	600 dpi	50170002550001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1396	1396	1518.jpg	chc50179\50170002550001001.tif	/chc5017/image/1518.jpg
