Title	Translated Title	Creator	Contributor	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Full Text	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Seymour Samet letter to the Honorable Andrew Brimmer, March 11, 1966		Samet, Seymour, 1912-			Letter addressed to Dr. Brimmer, Member, Board of Governors of the Federal Reserve System	Samet, Seymour, 1912-; Brimmer, Andrew F.; Board of Governors of the Federal Reserve System (U.S.)	Correspondence		1966-03-11	1960-1970	Washington (D.C.)	1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: I. Personal Papers	Box No. 1; Folder No. 5; Folder Title: Personal Papers: Correspondence; Folder Date: 1965-1985						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-08-08				asm06560000460001001	image/tiff	98883244 Bytes	5059	6514	3793422273	RGB	8	600	asm06560000460001001.tif		2012-08-09	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/397	397	398.jp2	/asm0656/image/398.jp2
Big Wind Hits Miami; Dammit it's Samet!					Fake newspaper with Seymour Samet's name featured in leading headline signed by many people	Samet, Seymour, 1912-; Jewish Community Council of Essex County (New Jersey)	Souvenirs					1 souvenir paper	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: I. Personal Papers	Box No. 1; Folder Title: Personal Papers: Clippings; Folder Date: 1949, 1964, 1970, 1972						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-08-08				asm06560000540001001	image/tiff	194626268 Bytes	7011	9252	3246283164	RGB	8	403	asm06560000540001001.tif		2012-08-09	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/398	398	399.jp2	/asm0656/image/399.jp2
Henry Cabirac letter to Seymour Samet, October 25, 1962		Cabirac, Henry A., Jr.			Henry Cabirac is Director, Southern Field Service, National Catholic Conference for Interracial Justice	Samet, Seymour, 1912-; American Jewish Committee; Cabirac, Henry A., Jr.; Miami (Florida); National Catholic Conference for Interracial Justice	Correspondence		1962-10-25	1960-1970	New Orleans (Louisiana)	1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: B. AJC Miami	Box No. 9; Folder No. 3; Folder Title: American Jewish Committee Miami Chapter: Correspondence; Folder Date: 1960-1963						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-08-08				asm06560002330001001	image/tiff	108182616 Bytes	5312	6787	3794346483	RGB	8	600	asm06560002330001001.tif		2012-08-09	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/399	399	400.jp2	/asm0656/image/400.jp2
Spessard L. Holland letter to James R. Katzman		Holland, Spessard L., 1892-1971			Written on United State Senate Committee on Agriculture and Forestry stationery to James R. Katzman, Chairman, Tenth Anniversary Dinner Meeting, The American Jewish Committee	Samet, Seymour, 1912-; American Jewish Committee; American Jewish Committee. Miami Chapter; Katzman, James R; Holland, Spessard L. (Spessard Lindsey), 1892-1971	Documents		1962-10-26	1960-1970	Miami (Florida)	1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: B. AJC Miami	Box No. 9; Folder No. 3; Folder Title: American Jewish Committee Miami Chapter: Correspondence; Folder Date: 1960-1963						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-08-08				asm06560002340001001	image/tiff	97702868 Bytes	5024	6481	760602685	RGB	8	600	asm06560002340001001.tif		2012-08-09	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/400	400	401.jp2	/asm0656/image/401.jp2
Seymour Samet receives plaque from Reverend Gibson					Written on front: "Dr. Hall, Supt. of Miami School, Audrey Finkelstein, Chapter pres. 1964, Reverend Gibson, ss. Dr. Peritz Scheinberg"	Samet, Seymour, 1912-; Hall, Joe, 1909-; Finkelstein, Audrey R.; Gibson, Theodore R. (Theodore Roosevelt), 1915-1982; Scheinberg, Peritz, 1920-	Photographs		1966-04-19	1960-1970	Miami (Florida)	1 b&w photograph	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: I. Personal Papers	Box No. 1; Folder No. 7; Folder Title: Personal Papers; Photographs; Folder Date: [n.d.], 1963-1966, 1978, 1979						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-08-08				asm06560000580001001	image/tiff	96820892 Bytes	4971	6491	522800898	RGB	8	600	asm06560000580001001.tif		2012-08-09	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/401	401	402.jp2	/asm0656/image/402.jp2
Seymour Samet						Samet, Seymour, 1912-; Portrait photography	Portrait photographs					1 b&w photograph	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: I. Personal Papers	Box No. 1; Folder No. 7; Folder Title: Personal Papers; Photographs; Folder Date: [n.d.], 1963-1966, 1978, 1979						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-08-08				asm06560000640001001	image/tiff	95493292 Bytes	5100	6240	1007378253	RGB	8	600	asm06560000640001001.tif		2012-08-09	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/402	402	403.jp2	/asm0656/image/403.jp2
Simon Segal letter to Seymour Samet, June 4, 1959		Segal, Simon			Written on The American Jewish Committee stationery	Seymour, Samet, 1912-; Segal, Simon; American Jewish Committee	Documents		1959-06-04	1950-1960	New York (New York)	1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: I. Personal Papers	Box No. 1; Folder No. 3; Folder Title: Personal Papers: Correspondence; Folder Date: 1944-1963						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-08-08				asm06560000320001001	image/tiff	54826364 Bytes	3456	5286	1761476017	RGB	8	600	asm06560000320001001.tif		2012-08-09	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/403	403	404.jp2	/asm0656/image/404.jp2
Abraham Kraditor letter to Seymour Samet, January 7, 1964		Kraditor, Abraham			Letter written on Jewish War Veterans of the United States of American stationery	Samet, Seymour, 1912-; Jewish War Veterans of the United States of America; Coral Gables (Florida)	Correspondence		1964-01-07	1960-1970	Washington (D.C.)	1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: I. Personal Papers	Box No. 1; Folder No. 4; Folder Title: Personal Papers: Correspondence; Folder Date: 1964						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-08-08				asm06560000340001001	image/tiff	89178120 Bytes	4561	6516	1135198131	RGB	8	600	asm06560000340001001.tif		2012-08-09	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/404	404	405.jp2	/asm0656/image/405.jp2
Seymour Samet speech outline for Miami Chapter 25th Anniversary		Samet, Seymour, 1912-			At Omni Hotel	Samet, Seymour, 1912-; Speeches, addresses, etc.; American Jewish Committee; American Jewish Committee. Miami Chapter	Documents		1977-10-22	1970-1980	Miami (Florida)	1 document	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: I. Personal Papers	Box No. 1; Folder No. 8; Folder Title: Personal Papers: Speeches/Writings; Folder Date: n.d, 1954-1957, 1959, 1962, 1964, 1965, 1967, 1968, 1979, 1982, 1983, 1984, 1987, 1990, 1995						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-08-08				asm06560000750001001	image/tiff	104756936 Bytes	5242	6660	1084885114	RGB	8	600	asm06560000750001001.tif		2012-08-09	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/405	405	406.jp2	/asm0656/image/406.jp2
Louis S. Breier memorandum to Seymour Samet, March 7, 1958		Breier, Louis S.			Written on the American Jewish Committee memo stationery	Samet, Seymour, 1912-; Breier, Louis S.; Memorandums; American Jewish Committee	Correspondence		1958-03-07	1950-1960	Miami (Florida)	1 memorandum	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: B. AJC Miami	Box No. 9; Folder No. 2; Folder Title: American Jewish Committee Miami Chapter: Correspondence; Folder Date: 1953-1959						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-08-08				asm06560002300001001	image/tiff	108048616 Bytes	5297	6798	2776316141	RGB	8	600	asm06560002300001001.tif		2012-08-09	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/406	406	407.jp2	/asm0656/image/407.jp2
Seymour Samet					Written on verso: "Seymour Samet"	Samet, Seymour, 1912-; Portrait photography	Portrait photographs					1 b&w photograph	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: I. Personal Papers	Box No. 1; Folder No. 7; Folder Title: Personal Papers; Photographs; Folder Date: [n.d.], 1963-1966, 1978, 1979						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-08-08				asm06560000550001001	image/tiff	43565172 Bytes	3216	4513	47634662	RGB	8	600	asm06560000550001001.tif		2012-08-09	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/407	407	408.jp2	/asm0656/image/408.jp2
Robert King High letter to James R. Katzman and Newly Elected Officers of the Greater Miami Chapter, American Jewish Committee, October 30, 1962		High, Robert King, 1924-1967			Letter by Robert King High, Mayor, written on City of Miami, Florida stationery	Samet, Seymour, 1912-; American Jewish Committee; American Jewish Committee. Miami Chapter; High, Robert King, 1924-1967	Correspondence		1962-10-30	1960-1970	Miami (Florida)	1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: B. AJC Miami	Box No. 9; Folder No. 3; Folder Title: American Jewish Committee Miami Chapter: Correspondence; Folder Date: 1960-1963						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-08-08				asm06560002390001001	image/tiff	106846320 Bytes	5262	6767	3282282493	RGB	8	600	asm06560002390001001.tif		2012-08-09	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/408	408	409.jp2	/asm0656/image/409.jp2
Audrey Finkelstein letter to Seymour Samet		Finkelstein, Audrey R.			Written on American Jewish Committee stationery	Samet, Seymour, 1912-; American Jewish Committee; American Jewish Committee. Miami Chapter; Finkelstein, Audrey R.	Correspondence				Miami (Florida)	1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: B. AJC Miami	Box No. 9; Folder No. 1; Folder Title: American Jewish Committee Miami Chapter: Correspondence; Folder Date: [n.d.]						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-08-08				asm06560002260001001	image/tiff	98229984 Bytes	5024	6516	1810802895	RGB	8	600	asm06560002260001001.tif		2012-08-09	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/409	409	410.jp2	/asm0656/image/410.jp2
A. Harold Murray letter to James R. Katzman, November 1, 1962		Murray, A. Harold			Written on American Jewish Committee stationery	Samet, Seymour, 1912-; American Jewish Committee; American Jewish Committee. Miami Chapter; Murray, A. Harold; Katzman, James R.; Miami Beach (Florida)	Correspondence		1962-11-01	1960-1970	New York (New York)	1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: B. AJC Miami	Box No. 9; Folder No. 3; Folder Title: American Jewish Committee Miami Chapter: Correspondence; Folder Date: 1960-1963						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-08-08				asm06560002370001001	image/tiff	108806880 Bytes	5324	6811	2612180562	RGB	8	600	asm06560002370001001.tif		2012-08-09	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/410	410	411.jp2	/asm0656/image/411.jp2
Open letter to members of the Washington Hebrew Congregation, 1966					References Yom Kippur	Samet, Seymour, 1912-; Washington Hebrew Congregation (Washington, D.C.); Yom Kippur	Documents		1966	1960-1970	Washington (D.C.)	1 document	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: I. Personal Papers	Box No. 1; Folder No. 5; Folder Title: Personal Papers: Correspondence; Folder Date: 1965-1985						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-08-08				asm06560000480001001	image/tiff	122008480 Bytes	5050	8052	2817923606	RGB	8	600	asm06560000480001001.tif		2012-08-09	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/411	411	412.jp2	/asm0656/image/412.jp2
Roberta Samet "Bobbie" letter to her father Seymour Samet, August 5, 1964		Samet, Roberta				Samet, Seymour, 1912-; Fathers and daughters; Daughters; Samet, Roberta	Correspondence		1964-08-05	1960-1970	Miami (Florida)	1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: I. Personal Papers	Box No. 1; Folder No. 4; Folder Title: Personal Papers: Correspondence; Folder Date: 1964						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-08-08				asm06560000360001001	image/tiff	108184160 Bytes	5317	6781	2693308268	RGB	8	600	asm06560000360001001.tif		2012-08-09	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/412	412	413.jp2	/asm0656/image/413.jp2
Anita Samet "Nita" letter to her father, Seymour Samet, September 1964		Samet, Anita				Samet, Seymour, 1912-; Rechler Samet, Anita	Correspondence		1964-09	1960-1970	Miami (Florida)	1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: I. Personal Papers	Box No. 1; Folder No. 4; Folder Title: Personal Papers: Correspondence; Folder Date: 1964						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-08-08				asm06560000390001001	image/tiff	89565716 Bytes	4573	6527	3667806813	RGB	8	600	asm06560000390001001.tif		2012-08-09	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/413	413	414.jp2	/asm0656/image/414.jp2
Federal agency meeting to discuss cooperation in implementation of Civil Rights Act of 1964					Written on front: "L to R: David Sawyer, U.S. Army Material Command; Harold H. Green, U.S. Dept. of Justice-Appeals & Research Section; William Evans, N.L.R.B. Gen. Counsel Office; Seymour Samet, U.S. Dept. of Commerce, Community Relations Svc.; John Sheehan, USWA, Legislative Rep.; Don Slaiman, AFL-CIO Civil Rights Dept.; Michael Goettsman, USWA Gen. Counsel Office; Francis C. Shane, USWA Committee on Civil Rights; Roland M. Sawyer, USWA Committee on Civil Rights; Walter B. Lewis, US Commission on Civil Rights-Fed. Program Div.; Barney Sellers, US Commission on Civil Rights-Federal Program Division"; "Meeting to discuss cooperation in implementation of Civil Rights Act of 1964 sponsored by the United Steelworkers of America Committee on Civil Rights, Francis C. Shane, Executive Secretary."	Samet, Seymour, 1912-; Sawyer, David A.; Greene, Harold H.; Evans, William D.; Sheehan, John J.; Slaiman, Donald, 1919-; Gottesman, Michael H.; Shane, Francis C.; Sawyer, Roland M.; Lewis, Walter B.; Sellers, Barney; United States. Civil Rights Act of 1964; United Steelworkers of America	Photographs		1964-11-23	1960-1970	Washington (D.C.)	1 b&w photograph	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: I. Personal Papers	Box No. 1; Folder No. 7; Folder Title: Personal Papers; Photographs; Folder Date: [n.d.], 1963-1966, 1978, 1979						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-08-08				asm06560000590001001	image/tiff	94356716 Bytes	6157	5107	3889021028	RGB	8	600	asm06560000590001001.tif		2012-08-09	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/414	414	415.jp2	/asm0656/image/415.jp2
John Slawson letter to Governor Collins, September 11, 1964		Slawson, John, 1896-1989				Samet, Seymour, 1912-; United States -- Community Relations Service; American Jewish Committee; Slawson, John, 1896-1989; Florida. Governor (1955-1961 : Collins); Collins, LeRoy; Washington (D.C.)	Correspondence		1964-09-11	1960-1970	New York (New York)	1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: I. Personal Papers	Box No. 1; Folder No. 4; Folder Title: Personal Papers: Correspondence; Folder Date: 1964						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-08-08				asm06560000420001001	image/tiff	109421628 Bytes	5340	6829	2218606644	RGB	8	600	asm06560000420001001.tif		2012-08-09	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/415	415	416.jp2	/asm0656/image/416.jp2
