Title	Photographer	Summary	Note	Subject	Genre	Publisher	Date	Coverage	State	County	City	Place	Physical Description	Repository	Collection Title	Collection No.	Series	Container	Copyright	Digital ID	Type	Format	Width	Height	Checksum	BitDepth	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Florida East Coast Railway		Illustration of a brightly colored train of the Florida East Coast Railway, which was brought to South Florida by entrepreneur Henry Flagler.	"Florida East Coast Railway is the fast double track route to Miami and other popular cities on Florida's beautiful ocean shore. Modern through Streamliners from the East and Mid-West the year around." --Caption on verso. K7323.	Florida East Coast Railway; Railroads	Postcards	Colourpicture Publishers, Inc.			Florida				1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 1, Folder Title: Florida.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002380001001	Still Image	image/tiff	1022	650	0x8C0F3C9	24bit color	asm02990002380001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/694	694	827.jpg	/asm0299/image/827.jpg
Maxine Hotel in Miami Beach, Florida		"Scientifically filtered salt water pool. Collins Avenue at Eighteenth Street in the heart of Miami Beach, Florida. Fully air conditioned and fire-proof. Solarium, spacious lobby, card and television rooms, large patio." --Caption on verso.	The Maxine was built in 1948.	Maxine Hotel (Miami Beach, Fla.); Hotels; Art deco (Architecture); Art Deco Historic District (Miami Beach, Fla.)	Postcards	Summerland Photo Service			Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001040001001	Still Image	image/tiff	1023	676	0x6AB94ED2	24bit color	asm02990001040001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/695	695	697.jpg	/asm0299/image/697.jpg
Deauville Miami Beach Resort Hotel		Sunbathers and golfers enjoy a sunny day beside the pool. The tree in the upper right is a sea grape.	"Newest, largest and most luxurious hotel in Miami Beach. 550 ft. on the Ocean at 67th Street. 600 incomparable guest rooms and suites - 2 pools - 2 night clubs - 3 dining rooms - ice skating rink - 9-hole short golf course - complete shopping plaza -- 100% air-conditioned."--Caption on verso.  The hotel was built in 1957 and renovated in 1998.	Deauville Miami Beach Resort Hotel (Miami Beach, Fla.); Hotels; Seaside resorts; Swimming pools; Golf; Bathing suits; Suntan	Postcards	Mercury Litho Co.			Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000660001001	Still Image	image/tiff	1022	692	0x929C70D1	24bit color	asm02990000660001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/696	696	659.jpg	/asm0299/image/659.jpg
The Sea View		"9909 Collins Avenue, Bal Harbour ... On the Ocean, in exclusive Bal Harbour - 300 feet of private beach - Heated pool - Cabanas - Restaurants - Cocktail Lounge - Pool Bar - Gift, beauty and valet shops - Full hotel services." --Caption on verso.	The 15-floor Sea View was built in 1948 and renovated in 1999. On verso: 1476-E.	Sea View Hotel (Miami Beach, Fla.); Hotels; Seaside resorts; Seaside architecture	Postcards	Al Gore (Hollywood, Florida)			Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001380001001	Still Image	image/tiff	537	768	0x59F34F97	24bit color	asm02990001380001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/697	697	730.jpg	/asm0299/image/730.jpg
The Embassy Hotel		"Pool - Cabana Club - Solarium. Overlooking the Ocean at 30th Street, Miami Beach, Florida. Offering everything for a gay vacation. Cocktail lounge, card room, television room, 100% air conditioned." --Caption on verso.	One of the earliest Art Deco buildings in the historic district, the Embassy Hotel was designed in 1935 by Martin L. Hampton, a principal planner and architect for the City of Coral Gables, who had traveled in Spain and was a master of the Mediterranean style. Inscription on verso. Postmark: Jan 9, 1967. 5198.	Embassy Hotel (Miami Beach, Fla.); Hotels; Seaside resorts; Art deco (Architecture); Swimming pools; Bathing suits; Suntan	Postcards	Hannau-Robinson Color Productions, Inc.		1960s	Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000720001001	Still Image	image/tiff	500	768	0xFDBDEB6D	24bit color	asm02990000720001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/698	698	665.jpg	/asm0299/image/665.jpg
The Shorecrest Hotel		"On the Ocean near 16th St., Miami Beach, Florida in the heart of Miami Beach. Just off Lincoln Road. Swimming pool - Dining terrace - Solarium - Ocean Lounge - Completely air conditioned - Spacious lobby - Planned entertainment - Free parking. Open year-'round."--Caption on verso.	The Shorecrest Hotel was designed by the architectural firm of Kiehnel & Elliott in the 1930s. It soon became one of the most successful, sophisticated hotels on the beach.  The Shorecrest served as military barracks for soldiers who trained here during World War II. In October 1945, the hotel reopened. Later, the restored Royal Palm Hotel and the Shorecrest Hotel, both dating to the 1930s, were integrated into a single beachfront property, the Royal Palm Crowne Plaza Resort. Inscription on verso. Postmark: Nov 14, 1960.	Shorecrest Hotel (Miami Beach, Fla.); Hotels; Seaside resorts; Art deco (Architecture); Art Deco Historic District (Miami Beach, Fla.); Swimming pools; Suntan; Bathing suits	Postcards	Curt Teich and Co.		1960s	Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001450001001	Still Image	image/tiff	505	768	0xDFC7E989	24bit color	asm02990001450001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/699	699	737.jpg	/asm0299/image/737.jpg
Bird's eye view of Miami, Florida		A colored illustration of downtown Miami, including the Royal Palm Hotel and other buildings, sandy beach, and the ocean.	23340.	Royal Palm Hotel (Miami, Fla.); Seaside resorts; Hotels; Skylines	Postcards;Aerial views;Cityscapes	J. N. Chamberlain			Florida	Miami-Dade county		Biscayne Bay	1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000030001001	Still Image	image/tiff	1023	669	0xE432191D	24bit color	asm02990000030001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/700	700	596.jpg	/asm0299/image/596.jpg
Rendale Hotel		"The Rendale Hotel Pool and Cabana Club overlooking the Ocean, Collins Ave. at 32nd St., Miami Beach, Florida. Ideally located in beautiful North Beach section - Swimming pool - Large patio - Solarium - Restaurant and Cocktail Lounge - Steam heat - Television - Air conditioned rooms - Open all year." --Caption on verso.  The Rendale Hotel, at 3120 Collins Avenue, was designed in 1940 by E.L. Robertson, who also designed Moorish-style dwellings.	Inscription on verso: Genuine Curteich-Chicago 'C. T. Art-Colortone' post card. Postmark: Jul 1955.	Rendale Hotel Pool and Cabana Club (Miami Beach, Fla.); Hotels; Art deco (Architecture); Swimming pools; Color in architecture	Postcards	Curt Teich and Co.		1950s	Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001230001001	Still Image	image/tiff	501	768	0x6A9542A2	24bit color	asm02990001230001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/701	701	715.jpg	/asm0299/image/715.jpg
Aerial view of Breakers Casino, Whitehall and Poinciana, Palm Beach, Florida		"Here are three of the high-lights of Palm Beach social life during the season. At the Breakers Casino the smart world of two continents spends its mornings acquiring sun-tanned skins. The Royal Poinciana was the nucleus of the world-famous resort. Picturesque Whitehall was once the home of the creator of the American Riviera - Henry M. Flagler."  --Caption on verso.	The Whitehall is the three-story white building with red roofs, on Brelsford Point, the eastern bank of Lake Worth. The Breakers is beside it to the east, yellow with red roofs. The Royal Poinciana is the largest, to the north, in the upper right. The Breakers was originally called the Palm Beach Inn. It was built by Henry Flagler in 1896.	Breakers Hotel (Palm Beach, Florida); Royal Poinciana Hotel (Palm Beach, Florida); Whitehall Estate (Palm Beach, Florida); Hotels; Architecture, Domestic; Seaside resorts; Casinos; Color in architecture	Postcards;Aerial views	E. C. Kropp Co.			Florida	Palm Beach county			1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002000001001	Still Image	image/tiff	1023	677	0xB185EA05	24bit color	asm02990002000001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/702	702	792.jpg	/asm0299/image/792.jpg
Miami Biltmore Hotel		View of the front entrance of the Biltmore Hotel in Coral Gables.	Inscription on verso.	Miami Biltmore Hotel and Country Club; Hotels	Postcards				Florida	Miami-Dade county	Coral Gables		1 b&w postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 1, Folder Title: Coral Gables.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002280001001	Still Image	image/tiff	1022	654	0xE1AFFA45	24bit color	asm02990002280001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/703	703	817.jpg	/asm0299/image/817.jpg
Merrick Park and City Hall, Coral Gables, Florida	Williams, Verne O.	Palms, royal poinciana, and bougainvillea adorn the small park at City Hall. The building is listed on  the National Register of Historic Places.	Coral Gables City Hall was designed in 1927 in the Mediterranean Revival style by local architect Phineas Paist and artistic advisor Denman Fink. The building is constructed largely of coral rock and features three stories made from limestone quarried from Venetian Pool, a classic tile roof, and three stage clock tower.  D.C. 157. Genuine Curteich-Chicago "C. T. Art-Colortone" post card. Inscription on verso. Postmark: Feb 1952 .	City Hall (Coral Gables, Fla.); George Merrick Park (Coral Gables, Fla.); Parks	Postcards	Dade County Newsdealers Supply Co.; Curt Teich and Co.		1950s	Florida	Miami-Dade county	Coral Gables		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 1, Folder Title: Coral Gables.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002310001001	Still Image	image/tiff	1023	665	0xD13974EF	24bit color	asm02990002310001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/704	704	820.jpg	/asm0299/image/820.jpg
Coral Way (Miracle Mile), looking west, Coral Gables, Florida		Automobiles line Miracle Mile, a mile-long stretch of Coral Way (SW 22nd Street), as a mild sunset appears in the west. Miracle Mile features stores such as the Woolworth, restaurants, hotels, and bars.	Tichnor quality views. 480. 79152.	Miracle Mile (Coral Gables, Fla.); Streets; Shopping centers; Central business districts	Postcards	Miami Post Card Co.; Tichnor Bros., Inc.			Florida	Miami-Dade county	Coral Gables		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 1, Folder Title: Coral Gables.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002370001001	Still Image	image/tiff	1023	663	0xB1C94B7E	24bit color	asm02990002370001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/705	705	826.jpg	/asm0299/image/826.jpg
MacArthur Causeway connecting Miami and Miami Beach, Florida		Traffic stops on the MacArthur Causeway (named County Causeway until 1942) as the bridge opens to allow boats through. That's the Goodyear Blimp over the Chalks Seaplane Base landing strip, on Watson Island.	D. C. 44. OB-H1796.	MacArthur Causeway (Miami, Fla.); Causways; Islands; Boats and boating	Postcards;Aerial views;	Gulf Stream Card and Distributing Co.; Curt Teich and Co.			Florida	Miami-Dade county		Biscayne Bay	1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001960001001	Still Image	image/tiff	1023	681	0x17B90E03	24bit color	asm02990001960001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/706	706	788.jpg	/asm0299/image/788.jpg
Venetian Pool, Coral Gables, Miami, Florida		View of the Venetian Pools in Coral Gables.		Venetian Pool (Coral Gables, Fla.); Swimming pools; Tourist attractions	Postcards				Florida	Miami-Dade county	Coral Gables		1 postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 1, Folder Title: Coral Gables.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002340001001	Still Image	image/tiff	1022	633	0xEF0435A2	24bit color	asm02990002340001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/707	707	823.jpg	/asm0299/image/823.jpg
Floridian Hotel, Miami Beach, Florida		"Approaching Miami Beach from the Causeway, the white glistening walls of the new Floridian Hotel in sharp contrast to the blue-green waters of Bay Biscayne, make an indelible impression." --Caption on verso.	The Floridian Hotel (built 1925), later the Biscaya Hotel, at 650 West Avenue, was demolished in 1987 and replaced with a high-rise condominium.Inscription on verso. Postmark: Mar 19, 1931. 2363-76.	Floridian Hotel (Miami Beach, Fla.); Hotels; Seaside resorts; Seaside architecture	Postcards	Pictorial Centre		1930s	Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000820001001	Still Image	image/tiff	1023	685	0x217B31E2	24bit color	asm02990000820001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/708	708	675.jpg	/asm0299/image/675.jpg
