Title	Translated Title	Variation of Title	Uniform Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date Original	Coverage Temporal	Coverage Spatial	Edition	ISSN	ISBN	Call Number	OCLC No.	Physical Description	Language	Editor	Attention	References	Donor	Provenance	Copyright	Repository	Collection Title	Collection No.	Container	Series	Object ID	Upload ID	Full text	Digital ID	Directory	Original Source	Type	Format	IBISWEB Catalog Link	Date Digital	Hardware	Software	BitDepth	Resolution	File Size	Width	Height	Checksum	Color Space	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 12																																			asc99990000220012001				image/tiff					24 bit depth	600 dpi	17454.343 KB	5290	3609	0xF2B7A92C	RGB	asc99990000220012001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/533	533	534.jp2	/scbooks/image/534.jp2
Page 13																																			asc99990000220013001				image/tiff					24 bit depth	600 dpi	17160.369 KB	5290	3609	0x37338BA9	RGB	asc99990000220013001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/534	534	535.jp2	/scbooks/image/535.jp2
Page 14																																			asc99990000220014001				image/tiff					24 bit depth	600 dpi	19097.487 KB	5290	3609	0x35FAD1C4	RGB	asc99990000220014001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/535	535	536.jp2	/scbooks/image/536.jp2
Page 15																																			asc99990000220015001				image/tiff					24 bit depth	600 dpi	17212.088 KB	5290	3609	0xA62432	RGB	asc99990000220015001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/536	536	537.jp2	/scbooks/image/537.jp2
Page 16																																			asc99990000220016001				image/tiff					24 bit depth	600 dpi	17411.853 KB	5290	3609	0xD50B1F4A	RGB	asc99990000220016001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/537	537	538.jp2	/scbooks/image/538.jp2
Page 17																																			asc99990000220017001				image/tiff					24 bit depth	600 dpi	18638.263 KB	3647	5274	0x826423CF	RGB	asc99990000220017001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/538	538	539.jp2	/scbooks/image/539.jp2
Page 18																																			asc99990000220018001				image/tiff					24 bit depth	600 dpi	17488.07 KB	3606	5274	0x23C97F05	RGB	asc99990000220018001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/539	539	540.jp2	/scbooks/image/540.jp2
Page 19																																			asc99990000220019001				image/tiff					24 bit depth	600 dpi	16103.996 KB	5270	3629	0xE050481D	RGB	asc99990000220019001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/540	540	541.jp2	/scbooks/image/541.jp2
Page 20																																			asc99990000220020001				image/tiff					24 bit depth	600 dpi	17468.097 KB	5270	3609	0xCA0871BD	RGB	asc99990000220020001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/541	541	542.jp2	/scbooks/image/542.jp2
Page 21																																			asc99990000220021001				image/tiff					24 bit depth	600 dpi	17661.426 KB	5270	3609	0x4F6D93FA	RGB	asc99990000220021001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/542	542	543.jp2	/scbooks/image/543.jp2
Page 22																																			asc99990000220022001				image/tiff					24 bit depth	600 dpi	18041.84 KB	5270	3609	0x5B0B5E90	RGB	asc99990000220022001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/543	543	544.jp2	/scbooks/image/544.jp2
Page 23																																			asc99990000220023001				image/tiff					24 bit depth	600 dpi	20068.429 KB	5270	3609	0xAC663E7	RGB	asc99990000220023001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/544	544	545.jp2	/scbooks/image/545.jp2
Page 24																																			asc99990000220024001				image/tiff					24 bit depth	600 dpi	18880.378 KB	5270	3609	0x21D8C982	RGB	asc99990000220024001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/545	545	546.jp2	/scbooks/image/546.jp2
Page 25																																			asc99990000220025001				image/tiff					24 bit depth	600 dpi	18047.499 KB	5290	3609	0x6193E7EF	RGB	asc99990000220025001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/546	546	547.jp2	/scbooks/image/547.jp2
Page 26																																			asc99990000220026001				image/tiff					24 bit depth	600 dpi	18036.813 KB	5290	3609	0x65A5CA54	RGB	asc99990000220026001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/547	547	548.jp2	/scbooks/image/548.jp2
Page 27																																			asc99990000220027001				image/tiff					24 bit depth	600 dpi	16795.822 KB	5290	3609	0xEBCA096D	RGB	asc99990000220027001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/548	548	549.jp2	/scbooks/image/549.jp2
Page 28																																			asc99990000220028001				image/tiff					24 bit depth	600 dpi	17949.637 KB	5290	3609	0x2160162B	RGB	asc99990000220028001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/549	549	550.jp2	/scbooks/image/550.jp2
Page 29																																			asc99990000220029001				image/tiff					24 bit depth	600 dpi	18297.529 KB	3606	5314	0xF9A77138	RGB	asc99990000220029001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/550	550	551.jp2	/scbooks/image/551.jp2
Page 30																																			asc99990000220030001				image/tiff					24 bit depth	600 dpi	16877.763 KB	3606	5314	0xA72496EE	RGB	asc99990000220030001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/551	551	552.jp2	/scbooks/image/552.jp2
Page 31																																			asc99990000220031001				image/tiff					24 bit depth	600 dpi	18311.604 KB	5270	3649	0xCAAA12B6	RGB	asc99990000220031001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/552	552	553.jp2	/scbooks/image/553.jp2
Page 32																																			asc99990000220032001				image/tiff					24 bit depth	600 dpi	19182.142 KB	5270	3649	0xBA1EF480	RGB	asc99990000220032001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/553	553	554.jp2	/scbooks/image/554.jp2
Page 33																																			asc99990000220033001				image/tiff					24 bit depth	600 dpi	19308.634 KB	5270	3649	0x649E8C34	RGB	asc99990000220033001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/554	554	555.jp2	/scbooks/image/555.jp2
Page 34																																			asc99990000220034001				image/tiff					24 bit depth	600 dpi	26845.079 KB	5470	3750	0xF18E2A5	RGB	asc99990000220034001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/555	555	556.jp2	/scbooks/image/556.jp2
Souvenir of Miami and Florida East Coast Railway extension		Cover title: Souvenir of Miami, Fla. and the F.E.C. Railway extension, the sea going railway				Colored photographs of Miami and the Florida Keys, along the Florida East Coast Railway to Key West.		Miami (Florida) -- Description and travel; Florida East Coast Railway; Florida Keys (Florida) -- Description and travel	Photographs	Union Souvenir Company	ca 1912	1910-1920	Miami-Dade County (Florida); Florida Keys (Florida)				F319.M6 S685 1912		1 pamphlet (unpaged. ill.); 16 x 23 cm.	eng	jmc					http://merrick.library.miami.edu/digitalprojects/copyright.html	University of Miami Libraries. Special Collections	Special Collections Books	ASC9999			asc9999000022						Text; Image	image/tiff	http://catalog.library.miami.edu/record=b1998920~S11													2012-04-20	2012-04-20	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/556	556	557.cpd	/scbooks/image/557.cpd
Page 1																																			asc99990000210001001				image/tiff					24 bit depth	600 dpi	46577.555 KB	4869	5555	0xF25B5302	RGB	asc99990000210001001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/557	557	558.jp2	/scbooks/image/558.jp2
Page 2																																			asc99990000210002001				image/tiff					24 bit depth	600 dpi	53260.698 KB	4869	5555	0x8A7A2D6	RGB	asc99990000210002001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/558	558	559.jp2	/scbooks/image/559.jp2
Page 3																																			asc99990000210003001				image/tiff					24 bit depth	600 dpi	37205.09 KB	4849	5555	0x55310014	RGB	asc99990000210003001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/559	559	560.jp2	/scbooks/image/560.jp2
Page 4																																			asc99990000210004001				image/tiff					24 bit depth	600 dpi	30566.533 KB	4849	5555	0x8AE16A01	RGB	asc99990000210004001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/560	560	561.jp2	/scbooks/image/561.jp2
Page 5																																			asc99990000210005001				image/tiff					24 bit depth	600 dpi	30485.507 KB	4809	5495	0xC262E752	RGB	asc99990000210005001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/561	561	562.jp2	/scbooks/image/562.jp2
Page 6																																			asc99990000210006001				image/tiff					24 bit depth	600 dpi	31501.764 KB	4809	5515	0xB3FA2A09	RGB	asc99990000210006001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/562	562	563.jp2	/scbooks/image/563.jp2
Page 7																																			asc99990000210007001				image/tiff					24 bit depth	600 dpi	29825.367 KB	4809	5515	0x8816A6E2	RGB	asc99990000210007001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/563	563	564.jp2	/scbooks/image/564.jp2
Page 8																																			asc99990000210008001				image/tiff					24 bit depth	600 dpi	31678.915 KB	4809	5515	0xD1FB6B99	RGB	asc99990000210008001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/564	564	565.jp2	/scbooks/image/565.jp2
Page 9																																			asc99990000210009001				image/tiff					24 bit depth	600 dpi	30173.775 KB	4649	5515	0xFD2DAC19	RGB	asc99990000210009001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/565	565	566.jp2	/scbooks/image/566.jp2
Page 10																																			asc99990000210010001				image/tiff					24 bit depth	600 dpi	29975.19 KB	4689	5515	0x4709905A	RGB	asc99990000210010001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/566	566	567.jp2	/scbooks/image/567.jp2
Page 11																																			asc99990000210011001				image/tiff					24 bit depth	600 dpi	29338.411 KB	4769	5515	0xCCBF9626	RGB	asc99990000210011001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/567	567	568.jp2	/scbooks/image/568.jp2
Page 12																																			asc99990000210012001				image/tiff					24 bit depth	600 dpi	30999.843 KB	4769	5515	0x91561F2E	RGB	asc99990000210012001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/568	568	569.jp2	/scbooks/image/569.jp2
Page 13																																			asc99990000210013001				image/tiff					24 bit depth	600 dpi	30318.143 KB	4769	5515	0x7C13E640	RGB	asc99990000210013001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/569	569	570.jp2	/scbooks/image/570.jp2
Page 14																																			asc99990000210014001				image/tiff					24 bit depth	600 dpi	30411.144 KB	4769	5515	0xE89A7B7E	RGB	asc99990000210014001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/570	570	571.jp2	/scbooks/image/571.jp2
Page 15																																			asc99990000210015001				image/tiff					24 bit depth	600 dpi	31887.148 KB	4769	5515	0x28365176	RGB	asc99990000210015001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/571	571	572.jp2	/scbooks/image/572.jp2
Page 16																																			asc99990000210016001				image/tiff					24 bit depth	600 dpi	31183.1 KB	4789	5535	0x8837222B	RGB	asc99990000210016001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/572	572	573.jp2	/scbooks/image/573.jp2
Page 17																																			asc99990000210017001				image/tiff					24 bit depth	600 dpi	35089.67 KB	4789	5535	0x2B17ADB2	RGB	asc99990000210017001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/573	573	574.jp2	/scbooks/image/574.jp2
Page 18																																			asc99990000210018001				image/tiff					24 bit depth	600 dpi	37108.605 KB	4709	5515	0x3A051442	RGB	asc99990000210018001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/574	574	575.jp2	/scbooks/image/575.jp2
Page 19																																			asc99990000210019001				image/tiff					24 bit depth	600 dpi	36307.396 KB	4568	5515	0xDFDFB72A	RGB	asc99990000210019001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/575	575	576.jp2	/scbooks/image/576.jp2
Page 20																																			asc99990000210020001				image/tiff					24 bit depth	600 dpi	34401.825 KB	4649	5515	0x725286BF	RGB	asc99990000210020001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/576	576	577.jp2	/scbooks/image/577.jp2
Page 21																																			asc99990000210021001				image/tiff					24 bit depth	600 dpi	34921.849 KB	4789	5515	0xA511779D	RGB	asc99990000210021001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/577	577	578.jp2	/scbooks/image/578.jp2
Page 22																																			asc99990000210022001				image/tiff					24 bit depth	600 dpi	71455.863 KB	9318	5515	0x814BCFE6	RGB	asc99990000210022001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/578	578	579.jp2	/scbooks/image/579.jp2
Page 23																																			asc99990000210023001				image/tiff					24 bit depth	600 dpi	31562.099 KB	4869	5515	0x711DA66C	RGB	asc99990000210023001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/579	579	580.jp2	/scbooks/image/580.jp2
Page 24																																			asc99990000210024001				image/tiff					24 bit depth	600 dpi	30905.106 KB	4869	5515	0xECE8CC3A	RGB	asc99990000210024001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/580	580	581.jp2	/scbooks/image/581.jp2
Page 25																																			asc99990000210025001				image/tiff					24 bit depth	600 dpi	31157.624 KB	4869	5515	0x496421	RGB	asc99990000210025001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/581	581	582.jp2	/scbooks/image/582.jp2
Page 26																																			asc99990000210026001				image/tiff					24 bit depth	600 dpi	32611.195 KB	4849	5515	0x37FE4C34	RGB	asc99990000210026001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/582	582	583.jp2	/scbooks/image/583.jp2
Page 27																																			asc99990000210027001				image/tiff					24 bit depth	600 dpi	30197.864 KB	4849	5515	0x5FE9AE65	RGB	asc99990000210027001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/583	583	584.jp2	/scbooks/image/584.jp2
Page 28																																			asc99990000210028001				image/tiff					24 bit depth	600 dpi	31016.646 KB	4849	5515	0x2FEF5D42	RGB	asc99990000210028001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/584	584	585.jp2	/scbooks/image/585.jp2
Page 29																																			asc99990000210029001				image/tiff					24 bit depth	600 dpi	29621.722 KB	4789	5515	0xD23C6705	RGB	asc99990000210029001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/585	585	586.jp2	/scbooks/image/586.jp2
Page 30																																			asc99990000210030001				image/tiff					24 bit depth	600 dpi	31314.421 KB	4776	5576	0x7976A57B	RGB	asc99990000210030001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/586	586	587.jp2	/scbooks/image/587.jp2
Page 31																																			asc99990000210031001				image/tiff					24 bit depth	600 dpi	30819.726 KB	4776	5546	0xDED2FC2D	RGB	asc99990000210031001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/587	587	588.jp2	/scbooks/image/588.jp2
Page 32																																			asc99990000210032001				image/tiff					24 bit depth	600 dpi	33445.498 KB	4776	5546	0x3B954453	RGB	asc99990000210032001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/588	588	589.jp2	/scbooks/image/589.jp2
Page 33																																			asc99990000210033001				image/tiff					24 bit depth	600 dpi	25381.091 KB	4776	5546	0x941C572A	RGB	asc99990000210033001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/589	589	590.jp2	/scbooks/image/590.jp2
